sample_id,split,region,root_abs,power_abs,dI_dV_rel,dI_dIL_rel,dI_dI0_rel,dI_da_rel,dI_dRs_rel,dI_dRsh_rel,residual,exp_argument,status
pvext_0000647,cal,interior,2.2204460492503131e-16,0,1.937801841556455e-16,1.1108795355816211e-16,1.3212691896876834e-16,2.593645837867695e-16,1.3398220857125465e-16,0,1.6479873021779667e-16,3.3287895453582941,0
pvext_0000656,cal,short_circuit,0,6.7762635780344027e-21,1.1484804329237527e-16,1.113454005070057e-16,1.2991231672343569e-16,1.9631896326425938e-16,0,1.4779671223496301e-16,9.0205620750793969e-17,0.3566533534542542,0
pvext_0000657,cal,open_circuit,3.6590739119213289e-15,1.348487294050571e-13,4.0539325688847194e-16,0,4.0643912500207373e-16,3.7329564722346714e-16,8.9595577411579616e-12,1.3814660290360627e-16,1.3183898417423734e-15,26.065682718146402,0
pvext_0000666,cal,mpp_near,0,0,7.5316264706433748e-16,2.7680849960512091e-16,6.6880521606120792e-16,6.8584848620025282e-16,6.2811002715274112e-16,1.8815510005565022e-16,1.214306433183765e-16,21.991690027822784,0
pvext_0000667,cal,interior,2.6645352591003757e-15,1.1368683772161603e-13,5.5783467604072169e-16,2.0995700634358349e-16,3.9478108625042153e-16,4.0133555161847884e-16,3.4476929503028098e-16,3.2577590590802331e-16,6.6266436782314031e-16,17.795863200161023,0
pvext_0000676,cal,short_circuit,4.4408920985006262e-16,1.7347234759768071e-18,0,0,1.4265535693025442e-15,1.5210089462434025e-16,1.2090102735830514e-16,0,2.2616457318047622e-16,0.042849564276620476,0
pvext_0000677,cal,open_circuit,1.6167622796103842e-15,6.5725203057809267e-14,0,2.0923750815553789e-16,0,0,4.9323979085682829e-14,0,2.4286128663675299e-16,23.938044440077849,0
pvext_0000686,cal,mpp_near,0,5.6843418860808015e-14,7.0957385093074356e-16,0,1.042857233752283e-15,1.0615312371474927e-15,9.072437513336193e-16,1.4390097163557589e-16,1.1102230246251565e-15,18.500593394770789,0
pvext_0000687,cal,interior,4.4408920985006262e-16,2.8421709430404007e-14,1.5305236720315468e-16,0,0,1.2105660951492268e-16,1.6290098063482784e-16,1.1937718229759189e-16,3.8857805861880479e-16,20.231782863061532,0
pvext_0000696,cal,short_circuit,8.8817841970012523e-16,2.7755575615628914e-17,0,1.1105212238498557e-16,1.5624577121475606e-16,2.244197991074091e-16,2.1562116895155014e-16,0,5.618335657819884e-16,1.3462562459926879,0
pvext_0000697,cal,open_circuit,3.3861802251067274e-15,2.0250467969162855e-13,1.1701776994716389e-15,3.2711225678090728e-16,1.2190317440036254e-15,1.3977976421016925e-15,1.0296634793151044e-14,5.2384607020007696e-16,1.6653345369377348e-16,26.815843565239522,0
pvext_0000706,cal,mpp_near,2.2204460492503131e-16,7.1054273576010019e-15,1.0309683504175906e-15,1.1284390193981428e-16,1.0351757857248697e-15,1.2956423348949461e-15,8.1424077634259132e-16,1.7990232320543657e-16,1.6653345369377348e-16,20.187532263321785,0
pvext_0000707,cal,interior,0,0,1.6838815865122916e-16,0,0,1.1893496061727536e-16,0,0,1.7347234759768071e-17,9.3389807462632657,0
pvext_0000716,cal,short_circuit,1.7763568394002505e-15,8.6736173798840355e-19,0,0,0,3.2588977725609806e-16,0,1.3546337726747481e-16,1.2377252001094519e-15,0.50280080759302082,0
pvext_0000717,cal,open_circuit,3.7365943672540425e-15,1.7297274723659939e-13,3.8804039008511279e-16,7.4132169789667661e-16,4.2211040767105428e-16,5.1942684199104067e-16,1.5713598580827623e-13,5.7916659208949022e-16,1.9007365126277875e-14,23.907028349692062,0
pvext_0000726,cal,mpp_near,4.4408920985006262e-16,1.4210854715202004e-14,2.3806125529285646e-15,1.1241073550732915e-16,2.4019147006480894e-15,2.4206248586003006e-15,2.2380277076421821e-15,1.9571465861534352e-16,1.3183898417423734e-16,24.53049378411928,0
pvext_0000727,cal,interior,0,0,1.2513158399188032e-16,0,1.7519201004970287e-16,2.7849095034022702e-16,1.8302756871318246e-16,0,4.9266146717741321e-16,7.1709720182284178,0
pvext_0000736,cal,short_circuit,4.4408920985006262e-16,0,1.458267287610381e-16,1.1118975338932154e-16,3.1371342935300966e-16,4.7162986659595067e-16,2.0021656366358473e-16,1.1624104122788806e-16,2.7495367094232392e-16,0.53582761052478567,0
pvext_0000737,cal,open_circuit,1.7891978588806257e-15,5.0084936198402374e-14,1.3656021241588367e-16,1.3755982823591773e-16,0,1.7902847844373562e-16,3.0399982370679086e-11,0,1.4988010832439613e-15,24.437354412509745,0
pvext_0000746,cal,mpp_near,8.8817841970012523e-16,5.6843418860808015e-14,2.6723293052425336e-15,5.0137409681431535e-16,2.6167947371300144e-15,2.9493312983994887e-15,2.992529745375298e-15,1.2649486546087758e-16,1.9949319973733282e-15,20.528356836767831,0
pvext_0000747,cal,interior,2.2204460492503131e-16,3.5527136788005009e-15,2.7958763051104101e-16,0,1.0692244742078235e-15,1.0761206719352254e-15,1.5710791783669119e-16,3.6477792105036372e-16,1.6306400674181987e-16,10.212945403690906,0
pvext_0000756,cal,short_circuit,4.4408920985006262e-16,2.7755575615628914e-17,1.3947342097884844e-16,0,2.9050739280057182e-16,3.6872844172581547e-16,2.1137472690972648e-16,0,3.4520997171938461e-16,0.93024923747232524,0
pvext_0000757,cal,open_circuit,3.7575990902800546e-16,1.0629043760597423e-14,5.6866924081368642e-16,2.5794005021038474e-15,6.6717257393284719e-16,5.6287957269182885e-16,3.3128538402212762e-10,2.3752636286070148e-15,2.0983215165415459e-14,21.587063172690037,0
pvext_0000766,cal,mpp_near,0,1.4210854715202004e-14,1.4758678111002743e-15,1.1698535919508233e-16,1.3503725339398499e-15,1.7020646050611423e-15,1.2544389230312863e-15,1.1269510687876921e-16,6.4184768611141862e-16,17.367499199905609,0
pvext_0000767,cal,interior,8.8817841970012523e-16,0,9.5815275153032123e-16,0,1.1193801253237527e-15,1.3327183185019719e-15,9.8630819179287275e-16,1.6957842642825821e-16,3.3306690738754696e-16,19.75889839063046,0
pvext_0000776,cal,short_circuit,0,0,0,0,1.1844311153106341e-16,0,0,0,3.1918911957973251e-16,5.4857372718305371,0
pvext_0000777,cal,open_circuit,1.6323747908941755e-15,7.9616868653431538e-14,2.6073032798903359e-15,3.9257363251570289e-16,2.5035487847286252e-15,2.8257995880201985e-15,7.0377942972635061e-13,4.7894525231656784e-16,8.8817841970012523e-16,26.789437554478088,0
pvext_0000786,cal,mpp_near,4.4408920985006262e-16,2.8421709430404007e-14,4.9288216056399289e-16,0,6.1031287448710889e-16,3.3162713726554378e-16,4.1230483549402398e-16,0,1.8041124150158794e-16,24.034139786127401,0
pvext_0000787,cal,interior,0,1.7763568394002505e-15,3.9878268257190241e-16,1.1125204332366856e-16,0,2.0522646887046525e-16,1.6438796576663782e-16,1.433610413252658e-16,6.9388939039072284e-18,2.3227829828349553,0
pvext_0000796,cal,short_circuit,2.2204460492503131e-16,8.6736173798840355e-19,0,1.1110143734898164e-16,1.9638124295101236e-16,0,1.5934586943376175e-16,2.1517772656150894e-16,1.4875253806501121e-16,0.24910117047022284,0
pvext_0000797,cal,open_circuit,1.5543122344752192e-15,3.2862601528904634e-14,3.3254585609851766e-16,2.6061041464286929e-16,2.4253063749075904e-16,2.9410039463583653e-16,4.8705445286235091e-15,3.4297335257453746e-16,3.3133218391157016e-15,18.093725293846703,0
pvext_0000806,cal,mpp_near,8.8817841970012523e-16,0,1.4849649466131824e-16,1.2039910348590663e-16,2.5506613484744434e-16,1.3837612494004322e-16,4.0486564728062863e-16,1.5489178914090716e-16,6.9388939039072284e-16,17.271115948968081,0
pvext_0000807,cal,interior,8.8817841970012523e-16,1.7763568394002505e-15,1.2746489891045513e-16,0,3.6484409206092424e-16,3.6370757438605676e-16,2.1729463057664315e-16,0,7.7889084071358639e-16,3.6887057474638323,0
pvext_0000816,cal,short_circuit,1.7763568394002505e-15,1.3877787807814457e-17,0,1.110455162895184e-16,0,0,0,2.5878544227588865e-16,1.0057059351975539e-15,0.26360439874835861,0
pvext_0000817,cal,open_circuit,1.9967886935937096e-15,1.1676076772104693e-13,9.844304024352239e-16,1.8065481116834056e-15,1.0541793765517387e-15,1.2359678638049525e-15,1.9507871091834139e-11,1.6370809923717718e-15,1.7721935030579061e-14,25.49195378183656,0
pvext_0000826,cal,mpp_near,0,0,4.4421440414809212e-16,0,5.044800536555666e-16,4.5789306796970215e-16,3.3227468353423527e-16,2.9542680940311716e-16,1.3877787807814457e-17,16.917826417855615,0
pvext_0000827,cal,interior,8.8817841970012523e-16,1.4210854715202004e-14,0,0,0,1.4207921812474249e-16,3.9102883583597614e-16,1.5521941553872637e-16,8.8817841970012523e-16,24.841453430577605,0
pvext_0000836,cal,short_circuit,0,0,0,0,1.3963959862217077e-16,3.544654741096336e-16,1.34029863133322e-16,1.5285308936856654e-16,6.591949208711867e-16,3.9523648536984353,0
pvext_0000837,cal,open_circuit,3.7903707950093235e-16,1.0227929614359255e-14,0,0,0,0,1.4201583007110698e-13,0,1.6792123247455493e-15,19.185389637824127,0
pvext_0000846,cal,mpp_near,8.8817841970012523e-16,0,4.3048362348402295e-15,1.1234060827717855e-16,4.1401164043233567e-15,4.7399758441576237e-15,4.2925391640339265e-15,2.0943689861430596e-16,7.2511441295830537e-16,24.842862279929022,0
pvext_0000847,cal,interior,8.8817841970012523e-16,0,0,0,6.4330269111123782e-16,9.8265215282088644e-16,1.6323301674458275e-16,1.3998552007639775e-16,6.9215466691474603e-16,13.204722493826649,0
pvext_0000856,cal,short_circuit,0,1.0842021724855044e-19,1.1917049744443114e-16,0,0,1.468575710833414e-16,1.7548157412678048e-16,1.2119439144856807e-16,6.0064800355696946e-17,1.3709292032063927,0
pvext_0000857,cal,open_circuit,8.4255519228193521e-15,3.6498581934552021e-13,3.2074168619146406e-16,7.1616562036797389e-16,4.1534085842619035e-16,5.4475969538978116e-16,1.5867168095692398e-12,6.8229516383083354e-16,7.7715611723760958e-16,28.270699147257009,0
pvext_0000866,cal,mpp_near,0,2.8421709430404007e-14,1.7788864433737536e-15,1.1441407024396128e-16,1.6003296053771852e-15,2.0428560120051165e-15,1.7454076647882369e-15,0,6.3837823915946501e-16,24.713052945627933,0
pvext_0000867,cal,interior,4.4408920985006262e-16,3.5527136788005009e-15,1.2500943831648589e-16,0,2.0683147268767529e-16,3.9699919705041095e-16,2.437528752706703e-16,1.7055527213572513e-16,3.0531133177191805e-16,9.0826205603955366,0
pvext_0000876,cal,short_circuit,8.8817841970012523e-16,0,0,1.1131505941651428e-16,2.994887257747149e-16,3.652448617509646e-16,1.6096603308779626e-16,1.1763113281405893e-16,4.7184478546569153e-16,2.5567525045546349,0
pvext_0000877,cal,open_circuit,1.3877787807814457e-17,8.8817841970012523e-16,0,7.4655241461464759e-16,2.7397562260520413e-16,3.8435896231359955e-16,3.4920227450378787e-16,5.4119639867739152e-16,5.8911209244172369e-15,28.322848808785878,0
pvext_0000886,cal,mpp_near,8.8817841970012523e-16,0,6.955635810641034e-16,1.2584523590135428e-16,5.8299674490530908e-16,8.2125394040775319e-16,4.4734493531132059e-16,1.1828066910175941e-16,6.9388939039072284e-16,22.033875401817866,0
pvext_0000887,cal,interior,6.6613381477509392e-16,4.2632564145606011e-14,1.8129481867537131e-15,1.2392270924025379e-16,1.5396459845083357e-15,1.6755213091835432e-15,1.0499107960452314e-15,1.2347537341258886e-16,1.9428902930940239e-16,25.611702600408119,0
pvext_0000896,cal,short_circuit,4.4408920985006262e-16,4.3368086899420177e-19,1.3927100929869559e-16,0,0,1.1824358875311321e-16,0,1.1400202573715867e-16,4.0505793164058446e-16,0.49789713507235889,0
pvext_0000897,cal,open_circuit,3.2193621683426765e-15,1.9936569756184852e-13,1.2051461399432353e-15,1.3112204993060336e-16,1.0571512233996965e-15,9.6926371502649036e-16,9.5823273997565803e-11,2.3907937163793088e-16,3.8857805861880479e-16,26.554973478459885,0
pvext_0000906,cal,mpp_near,1.7763568394002505e-15,1.1368683772161603e-13,4.3631840419919756e-16,1.2786285776958239e-16,3.4827228779786625e-16,2.8533102882721179e-16,1.9577986137962626e-16,0,1.6792123247455493e-15,24.644419336566006,0
pvext_0000907,cal,interior,1.7763568394002505e-15,5.6843418860808015e-14,9.2203057200358996e-16,1.1122708853108766e-16,3.1355852683433383e-15,3.099310941376747e-15,6.3401469298218114e-16,1.1848010014750709e-16,1.5543122344752192e-15,21.732084366118016,0
pvext_0000916,cal,short_circuit,0,0,0,1.1109245212636979e-16,1.4822622334778094e-16,1.4521413211121492e-16,0,0,2.8362728832220796e-16,1.9453146239809485,0
pvext_0000917,cal,open_circuit,1.6263032587282567e-15,4.3881565048309312e-14,1.9831390338838951e-16,1.3526706046402832e-15,3.4418324430369882e-16,3.3740565828281136e-16,2.0916926863043629e-13,1.4482555285731114e-15,1.9761969838327786e-14,18.830872853763204,0
pvext_0000926,cal,mpp_near,0,0,9.1677610778646891e-16,1.3533318639226223e-16,7.9419471394103946e-16,9.0194775337819132e-16,6.3299728492012401e-16,1.2793282595334932e-16,1.1102230246251565e-16,23.406853173855588,0
pvext_0000927,cal,interior,4.4408920985006262e-16,2.1316282072803006e-14,0,0,1.5448754114586609e-16,1.2263639324022013e-16,1.8534328187394716e-16,1.4882901974698736e-16,1.8214596497756474e-16,26.110571509815347,0
pvext_0000936,cal,short_circuit,0,2.2204460492503131e-16,2.512741197143573e-16,2.2267308346713915e-16,0,2.961242834677139e-16,4.3876711730584201e-16,3.8217696749020938e-16,9.3675067702747583e-17,2.1443100316486468,0
pvext_0000937,cal,open_circuit,2.4875934645507414e-15,1.088573675644966e-13,2.6726286495015445e-16,1.648356774432843e-16,4.6489346004454492e-16,5.1296313579853597e-16,2.2243384031350108e-13,3.0733122250057501e-16,1.700029006457271e-16,25.015051611073073,0
pvext_0000946,cal,mpp_near,0,0,7.4095310650113769e-16,1.1597261999219364e-16,8.2602576896321964e-16,7.648276602548617e-16,4.5322444721099517e-16,3.5018155761919182e-16,4.8572257327350599e-17,25.069468200220207,0
pvext_0000947,cal,interior,0,0,2.0574356203039294e-16,1.1163450858470729e-16,0,0,0,3.9661488507929744e-16,8.3266726846886741e-17,5.7218256875451186,0
pvext_0000956,cal,short_circuit,0,0,2.4415599186585852e-16,1.1120972754766908e-16,2.4220093205875184e-16,0,2.6917785166617882e-16,3.1142081844561135e-16,1.8821749714348357e-16,0.37786304302336832,0
pvext_0000957,cal,open_circuit,1.1688614214976772e-15,3.5449074231586053e-14,0,1.9351069677242487e-16,1.8234338810832257e-16,2.8461789619962952e-16,6.2326262946082766e-11,2.2539002516681962e-16,0,26.399033995449262,0
pvext_0000966,cal,mpp_near,0,0,2.845908930936071e-15,1.1577020236991151e-16,3.0577913022198961e-15,3.1329068988241528e-15,2.7309361000145774e-15,3.2255622150675204e-16,1.4988010832439613e-15,22.202705718734954,0
pvext_0000967,cal,interior,8.8817841970012523e-16,0,1.291792115029006e-16,1.110954233885205e-16,4.6214832398401759e-16,6.2111237248977934e-16,1.3285505993470596e-16,1.8807915189820459e-16,5.7592819402429996e-16,6.6059409346364584,0
pvext_0000976,cal,short_circuit,0,0,0,1.1129436825864202e-16,1.5401625276102697e-16,0,2.0479841990621083e-16,1.614160675375866e-16,2.1857515797307769e-16,1.358526826925341,0
pvext_0000977,cal,open_circuit,4.5935477643865852e-15,1.9229062786507711e-13,0,3.5886790477437793e-16,0,0,7.1016215300679209e-14,1.8200005346721944e-16,7.4940054162198066e-16,18.978561603622552,0
pvext_0000986,cal,mpp_near,1.7763568394002505e-15,2.8421709430404007e-14,1.2664148504836888e-15,4.5419007298256937e-16,1.2745520511994871e-15,1.2488462680131955e-15,9.1894290272964251e-16,3.9985055005806344e-16,7.6674777638174874e-16,18.28927540000852,0
pvext_0000987,cal,interior,8.8817841970012523e-16,2.8421709430404007e-14,7.8950236641672198e-16,1.1111795260410247e-16,2.0206634180072117e-15,2.1342075096156982e-15,6.7137840729747699e-16,0,4.7878367936959876e-16,18.011609579464512,0
pvext_0000996,cal,short_circuit,0,0,0,1.110574705641813e-16,2.1993233881003639e-16,4.4835575804687578e-16,1.6460800474036181e-16,1.2691167029989587e-16,5.9631119486702744e-16,2.2060072051315625,0
pvext_0000997,cal,open_circuit,9.9417002408230815e-15,4.6423975774700921e-13,1.9166620523602287e-15,2.6315267017706699e-15,1.9513360419609262e-15,2.1878521813099917e-15,1.4427893464075009e-12,2.357831459739672e-15,6.2005955925314993e-14,28.071457123079544,0
pvext_0001006,cal,mpp_near,0,5.6843418860808015e-14,1.385909061659988e-15,1.2541680789442777e-16,1.3280423133588113e-15,1.3372125638949885e-15,1.1621291216389023e-15,0,1.1657341758564144e-15,19.446197793528054,0
pvext_0001007,cal,interior,0,0,2.0876686098717143e-16,1.1132499484358643e-16,1.8569865026755925e-16,1.6660585582926845e-16,1.6772242380192334e-16,0,1.2490009027033011e-16,9.8855872176762194,0
pvext_0001016,cal,short_circuit,0,0,0,0,0,0,0,0,5.2648857495896095e-16,1.6155996885999104,0
pvext_0001017,cal,open_circuit,1.2672154992010576e-15,6.8264838226639313e-14,1.6836645899015882e-15,8.9646489466334935e-16,1.6766095396408176e-15,1.7890384692575863e-15,9.1678564256926782e-13,9.0285267415039363e-16,6.5503158452884236e-15,22.835573855507796,0
pvext_0001026,cal,mpp_near,1.7763568394002505e-15,0,1.7377364064997685e-15,1.2666582531316625e-16,1.7089662006210814e-15,1.7635210445482197e-15,1.7240983948863895e-15,1.337374002722451e-16,5.5511151231257827e-17,19.290936125785013,0
pvext_0001027,cal,interior,1.7763568394002505e-15,5.6843418860808015e-14,4.4789720184556864e-16,0,1.5324021938320617e-15,1.3409946530748178e-15,1.9670402079310713e-16,4.1055039091784609e-16,1.6306400674181987e-15,18.036619789944343,0
pvext_0001036,cal,short_circuit,1.7763568394002505e-15,3.4694469519536142e-18,1.4315179429117706e-16,0,2.7720239614672678e-16,3.1407603478970466e-16,2.6502203285948544e-16,3.8141824541098777e-16,1.6534083130403943e-15,0.95634769636929484,0
pvext_0001037,cal,open_circuit,1.1793761496917132e-14,5.4943072660962322e-13,2.903493093208377e-16,7.1003882605013342e-16,4.4014294363483075e-16,3.5227139115077362e-16,2.3574610088888119e-10,4.6819982739577878e-16,7.2164496600635175e-16,26.412347860240807,0
pvext_0001046,cal,mpp_near,1.1102230246251565e-16,3.5527136788005009e-15,4.1468610263004002e-16,1.1339083456439493e-16,4.6193530510823785e-16,4.3577309000701412e-16,3.5200014202644436e-16,3.6472752614524712e-16,2.7755575615628914e-17,14.53780135355437,0
pvext_0001047,cal,interior,0,0,5.5618994117467136e-16,1.1141715368926867e-16,7.9438672458833755e-16,8.9090618769836697e-16,4.0794309193581917e-16,0,5.5511151231257827e-17,17.849297078632794,0
pvext_0001056,cal,short_circuit,2.2204460492503131e-16,2.1684043449710089e-19,0,0,2.4879915346482025e-16,0,1.2464231659889868e-16,1.2760162723328299e-16,1.958069123508821e-16,0.36910893327688477,0
pvext_0001057,cal,open_circuit,5.7886057973604698e-15,2.6780892770344317e-13,6.0783085949629535e-16,2.5740625209329602e-16,6.5068242991232798e-16,7.758173711956908e-16,2.4463886936616598e-09,2.0915977982625898e-16,5.5511151231257827e-17,25.124544668801029,0
pvext_0001066,cal,mpp_near,8.8817841970012523e-16,2.8421709430404007e-14,1.9167791592042465e-15,0,1.8822658574854306e-15,1.9105450794054836e-15,1.7547857573339219e-15,1.3066610954639793e-16,7.9103390504542404e-16,25.722727117521572,0
pvext_0001067,cal,interior,0,1.4210854715202004e-14,2.7026170117254448e-16,1.113022142993953e-16,5.5803671174681118e-16,6.9845997329182842e-16,1.271607701791837e-16,3.9914470941298415e-16,7.4940054162198066e-16,9.0082980582619161,0
pvext_0001076,cal,short_circuit,1.7763568394002505e-15,8.8817841970012523e-16,0,1.1107164255251713e-16,6.843813564748254e-16,8.2658992698820765e-16,3.0383566856091134e-16,1.5864558539374459e-16,1.659263004771816e-15,4.1482211864488781,0
pvext_0001077,cal,open_circuit,4.0040814427663197e-16,1.840170268767316e-14,2.2175465887534487e-16,0,1.9884225920371821e-16,1.5798848417072105e-16,1.1374837762974834e-10,3.6197592621839879e-16,8.0491169285323849e-16,22.473817032458388,0
pvext_0001086,cal,mpp_near,8.8817841970012523e-16,0,2.4422042065083227e-15,1.1626033177922021e-16,2.6175355945684993e-15,2.6224012962361316e-15,2.5654260702324515e-15,1.2911968339486835e-16,3.8857805861880479e-16,22.755432606860438,0
pvext_0001087,cal,interior,2.6645352591003757e-15,7.1054273576010019e-14,1.507057082715572e-15,7.666202713635567e-16,1.397175749760596e-15,1.461961106808536e-15,1.8490986812674114e-15,6.9301006480131935e-16,6.3265365168874155e-15,21.446961825114066,0
pvext_0001096,cal,short_circuit,0,1.0842021724855044e-19,2.200518036306161e-16,2.2204872234061284e-16,9.7292502083029082e-16,0,0,1.3936797248288789e-16,4.1015368185126633e-16,0.0821194694734729,0
pvext_0001097,cal,open_circuit,4.9613091412936683e-15,3.2673863614718357e-13,2.5103992755980818e-16,2.7883230177490589e-16,1.7237112837384839e-16,2.7799466883918788e-16,4.9224559508663333e-13,3.5923827518957921e-16,1.6167622796103842e-15,28.899995059781986,0
pvext_0001106,cal,mpp_near,3.5527136788005009e-15,5.6843418860808015e-14,1.3066013135024503e-15,2.9583913079035161e-16,1.4154933091159193e-15,1.278671275949721e-15,1.6921649422650588e-15,0,4.6906922790412864e-15,20.481760838423074,0
pvext_0001107,cal,interior,1.3322676295501878e-15,2.8421709430404007e-14,1.1058796865493642e-15,4.0151176963921073e-16,1.3520914679675001e-15,1.2056313603163778e-15,8.4097008395804996e-16,3.9253638840760589e-16,1.9428902930940239e-16,23.556805882413325,0
pvext_0001116,cal,short_circuit,8.8817841970012523e-16,1.0842021724855044e-19,0,1.112838684791614e-16,1.1269173131115245e-16,5.1687714643893411e-16,1.1121878622296365e-16,3.6879003847454995e-16,8.3960616237277463e-16,1.5993931970422308,0
pvext_0001117,cal,open_circuit,8.1624160555571201e-15,2.4317006741547686e-13,4.9614705944608014e-16,6.3115269332321148e-16,5.3364133215128491e-16,3.6511635651103025e-16,1.5937397045849273e-11,6.4131437290339434e-16,4.7878367936959876e-16,28.992323379926841,0
pvext_0001126,cal,mpp_near,0,0,4.5831126753642754e-16,1.3993585750847724e-16,4.388730514136287e-16,2.6203703664358169e-16,4.1925625226502912e-16,1.9409587840592463e-16,3.8857805861880479e-16,18.958242204526847,0
pvext_0001127,cal,interior,0,5.6843418860808015e-14,6.6077112577658582e-16,0,8.1959881888659547e-16,6.5619987278045062e-16,9.2988500898552046e-16,1.5353021418779003e-16,3.4694469519536142e-16,16.586999185897039,0
pvext_0001136,cal,short_circuit,2.2204460492503131e-16,3.4694469519536142e-18,0,0,6.9221159908170365e-16,0,1.1473061186821218e-16,0,1.8962695996771473e-16,0.14877569798110474,0
pvext_0001137,cal,open_circuit,1.7172644328680015e-14,1.1441997523065073e-12,1.5891472973076709e-15,6.8575313262173157e-16,1.4055719349845308e-15,1.5298806275703325e-15,8.3292848390928906e-10,4.8257551873711234e-16,5.5858095926453188e-16,29.087646891953703,0
pvext_0001146,cal,mpp_near,2.2204460492503131e-16,7.1054273576010019e-15,3.7593284648581531e-15,1.1167886415555349e-16,3.84519897045047e-15,3.8432424071526051e-15,3.3343066023128843e-15,3.1154875856998518e-16,9.3675067702747583e-17,18.577218105324746,0
pvext_0001147,cal,interior,4.4408920985006262e-16,1.4210854715202004e-14,0,1.1106397697049657e-16,1.0877789035452012e-15,1.0287869874373211e-15,0,1.1311868965085861e-16,2.4286128663675299e-16,14.471529099275608,0
pvext_0001156,cal,short_circuit,0,2.7105054312137611e-20,2.2187097175835382e-16,2.2269918477683435e-16,2.9319008846354264e-16,4.7324236484870816e-16,2.2137614884468731e-16,2.9361233166263611e-16,7.6327832942979512e-16,3.904245887718873,0
pvext_0001157,cal,open_circuit,2.4424906541753444e-15,7.815970093361102e-14,1.6468026879216271e-16,2.1770092262258743e-16,1.1991231311633706e-16,0,3.1063643307483449e-15,3.8766803708469965e-16,4.9960036108132044e-16,20.004482512365215,0
pvext_0001166,cal,mpp_near,2.2204460492503131e-16,3.5527136788005009e-15,1.3413056367448794e-15,0,1.3199231004833451e-15,1.4134224689117022e-15,1.3364187247123063e-15,1.198960310811041e-16,1.3877787807814457e-17,17.807158775330365,0
pvext_0001167,cal,interior,4.4408920985006262e-16,1.7763568394002505e-15,0,1.1128375018649431e-16,4.5613285761650919e-16,5.9643712194625022e-16,3.6424858837592315e-16,0,4.0939474033052647e-16,5.2384116822862508,0
pvext_0001176,cal,short_circuit,0,0,0,1.1111287942989695e-16,3.0842421215557802e-16,4.0479860991302354e-16,1.5677563799601271e-16,1.8761270241709398e-16,8.1705475718507614e-16,1.9116378764763606,0
pvext_0001177,cal,open_circuit,9.2395167038128445e-15,4.9121470779844856e-13,6.7798457868482361e-16,6.5478090723571799e-16,5.6495703614214216e-16,5.5462291904312385e-16,2.3296015495506358e-11,6.5872326454075445e-16,4.40619762898109e-16,26.081678754055851,0
pvext_0001186,cal,mpp_near,0,0,1.6102043763650181e-15,1.1905604351319182e-16,1.8208575279336394e-15,1.7476404680278324e-15,1.6328908926494227e-15,0,7.4940054162198066e-16,22.544283729278551,0
pvext_0001187,cal,interior,1.7763568394002505e-15,5.6843418860808015e-14,6.6876457369013128e-16,2.3097719766890214e-16,7.1038381974760318e-16,6.990452038959985e-16,5.9527283345546181e-16,0,9.0205620750793969e-16,18.690099750521945,0
pvext_0001196,cal,short_circuit,0,0,1.3842513666852032e-16,1.1129174463705051e-16,4.0265139298769446e-16,5.3300590652780733e-16,1.3923892880913182e-16,2.2412535568846939e-16,1.0234868508263162e-16,1.6905304579631273,0
pvext_0001197,cal,open_circuit,1.7509891343662261e-14,5.2395688157104436e-13,1.6620995478942581e-15,2.6247229566538848e-16,1.4791085889459954e-15,1.8206435515397868e-15,6.7679416273539871e-09,2.6954485335450375e-16,1.7486012637846216e-15,20.451660434836338,0
pvext_0001206,cal,mpp_near,8.8817841970012523e-16,2.8421709430404007e-14,2.1345184923643706e-16,0,1.8837124561867754e-16,0,3.1835226169948961e-16,3.9176648504978323e-16,8.0491169285323849e-16,18.213344505981077,0
pvext_0001207,cal,interior,0,0,1.2191501534315495e-15,1.1110088483149422e-16,1.2398920312692503e-15,1.1230427316179418e-15,1.1028654048222008e-15,0,8.6736173798840355e-17,13.39651435833262,0
pvext_0001216,cal,short_circuit,1.7763568394002505e-15,3.4694469519536142e-18,1.2827778389037626e-16,2.2230267537851607e-16,3.4390156228509283e-16,4.5021035025260303e-16,3.6581756541929711e-16,2.0463646611326864e-16,1.0980799602933189e-15,0.67784089684345428,0
pvext_0001217,cal,open_circuit,6.4948046940571658e-15,2.1316282072803006e-13,9.9211363591390404e-16,3.9967014952711656e-15,9.1602654869122419e-16,1.2066553101931603e-15,2.4112251149008977e-14,4.0505450879557021e-15,6.0847160643362486e-14,22.555276815597367,0
pvext_0001226,cal,mpp_near,8.8817841970012523e-16,2.8421709430404007e-14,2.10890037486479e-16,1.1601853674123791e-16,6.4407836577255752e-16,4.434763483597671e-16,0,1.2292348672157759e-16,7.1123662515049091e-16,15.326927235293887,0
pvext_0001227,cal,interior,0,0,0,1.1102453948039914e-16,6.4014091656241388e-16,6.4514054277966546e-16,1.51657535354346e-16,0,5.6378512969246231e-17,8.175548489843349,0
pvext_0001236,cal,short_circuit,1.7763568394002505e-15,1.3552527156068805e-20,0,0,8.977222000427481e-16,1.1057006662375599e-15,2.9537990090784538e-16,3.359283654791103e-16,1.407728100755179e-15,6.6348667288169301,0
