domain,sample_id,branch,valid_steps,best_relative_error,convergence_observed
kepler,kepler_0001556,difficult,7,1.8500089289005223e-11,1
kepler,kepler_0001557,high_e,7,1.849061401062287e-11,1
kepler,kepler_0001566,ordinary,7,1.5193579803185724e-11,1
kepler,kepler_0001567,ordinary,7,1.538108412071797e-11,1
kepler,kepler_0001576,difficult,7,1.849586018104134e-11,1
kepler,kepler_0001577,high_e,7,2.068750327575798e-11,1
kepler,kepler_0001586,ordinary,7,2.534336674981602e-14,1
kepler,kepler_0001587,ordinary,7,1.7097339446042422e-13,1
kepler,kepler_0001596,difficult,7,1.8518914434234234e-11,1
kepler,kepler_0001597,high_e,7,1.6398823697419396e-11,1
kepler,kepler_0001606,ordinary,7,1.2644111131529523e-13,1
kepler,kepler_0001607,ordinary,7,5.734853893122137e-13,1
kepler,kepler_0001616,difficult,7,1.8518369051219973e-11,1
kepler,kepler_0001617,high_e,7,1.6413981184324358e-11,1
kepler,kepler_0001626,ordinary,7,9.762611570682978e-12,1
kepler,kepler_0001627,ordinary,7,2.1680998019370467e-11,1
kepler,kepler_0001636,difficult,7,1.850847519017401e-11,1
kepler,kepler_0001637,high_e,7,2.1075924974331513e-11,1
kepler,kepler_0001646,ordinary,7,1.66750714028231e-11,1
kepler,kepler_0001647,ordinary,7,8.29874458612178e-12,1
kepler,kepler_0001656,difficult,7,1.849645341664445e-11,1
kepler,kepler_0001657,high_e,7,1.73898860628813e-11,1
kepler,kepler_0001666,ordinary,7,1.804948493546908e-11,1
kepler,kepler_0001667,ordinary,7,1.7725502002773324e-11,1
kepler,kepler_0001676,difficult,7,1.851834920824156e-11,1
kepler,kepler_0001677,high_e,7,1.656633757682668e-11,1
kepler,kepler_0001686,ordinary,7,1.789094693869073e-11,1
kepler,kepler_0001687,ordinary,7,1.7173036647944887e-11,1
kepler,kepler_0001696,difficult,7,1.843715350090486e-11,1
kepler,kepler_0001697,high_e,7,1.6394635174676242e-11,1
kepler,kepler_0001706,ordinary,7,1.2086125211144984e-11,1
kepler,kepler_0001707,ordinary,7,1.9269147320520675e-12,1
kepler,kepler_0001716,difficult,7,1.8518435341594056e-11,1
kepler,kepler_0001717,high_e,7,1.8556092971000497e-11,1
kepler,kepler_0001726,ordinary,7,1.5337462748774386e-11,1
kepler,kepler_0001727,ordinary,7,1.6423560495175938e-11,1
kepler,kepler_0001736,difficult,7,1.8515451347592495e-11,1
kepler,kepler_0001737,high_e,7,1.8451414974380334e-11,1
kepler,kepler_0001746,ordinary,7,5.933979114638958e-12,1
kepler,kepler_0001747,ordinary,7,1.805963674238078e-11,1
kepler,kepler_0001756,difficult,7,1.8516636059197456e-11,1
kepler,kepler_0001757,high_e,7,2.029168152857185e-11,1
kepler,kepler_0001766,ordinary,7,1.9560027845620582e-11,1
kepler,kepler_0001767,ordinary,7,1.9028702683554617e-11,1
kepler,kepler_0001776,difficult,7,1.8518446798086656e-11,1
kepler,kepler_0001777,high_e,7,1.9209245560080352e-11,1
kepler,kepler_0001786,ordinary,7,1.663810001373403e-11,1
kepler,kepler_0001787,ordinary,7,1.0838681517797579e-11,1
kepler,kepler_0001796,difficult,7,1.851761296183551e-11,1
kepler,kepler_0001797,high_e,7,1.535182410820374e-11,1
kepler,kepler_0001806,ordinary,7,1.6248907933965285e-11,1
kepler,kepler_0001807,ordinary,7,8.489528866956812e-13,1
kepler,kepler_0001816,difficult,7,1.8463981966541725e-11,1
kepler,kepler_0001817,high_e,7,1.3415438869124365e-11,1
kepler,kepler_0001826,ordinary,7,1.729939863960974e-11,1
kepler,kepler_0001827,ordinary,7,1.824457820640665e-11,1
kepler,kepler_0001836,difficult,7,1.8517004477252404e-11,1
kepler,kepler_0001837,high_e,7,1.5303865891185338e-11,1
kepler,kepler_0001846,ordinary,7,1.7533600931087985e-11,1
kepler,kepler_0001847,ordinary,7,1.7232816338033695e-11,1
kepler,kepler_0001856,difficult,7,1.8518195154439263e-11,1
kepler,kepler_0001857,high_e,7,1.7651159852152935e-11,1
kepler,kepler_0001866,ordinary,7,4.0426310687879455e-13,1
kepler,kepler_0001867,ordinary,7,1.0761244693572564e-13,1
kepler,kepler_0001876,difficult,7,1.8515456114215973e-11,1
kepler,kepler_0001877,high_e,7,1.583299794956712e-11,1
kepler,kepler_0001886,ordinary,7,2.094313343269752e-11,1
kepler,kepler_0001887,ordinary,7,1.6723754872940012e-11,1
kepler,kepler_0001896,difficult,7,1.850725466488451e-11,1
kepler,kepler_0001897,high_e,7,1.811417430735724e-11,1
kepler,kepler_0001906,ordinary,7,6.334053785650984e-13,1
kepler,kepler_0001907,ordinary,7,1.2749241602553863e-11,1
kepler,kepler_0001916,difficult,7,1.8514304318370863e-11,1
kepler,kepler_0001917,high_e,7,1.7775325869025022e-11,1
kepler,kepler_0001926,ordinary,7,1.932298650353002e-11,1
kepler,kepler_0001927,ordinary,7,2.079575585343521e-11,1
kepler,kepler_0001936,difficult,7,1.8517264231290613e-11,1
kepler,kepler_0001937,high_e,7,1.575259907673784e-11,1
kepler,kepler_0001946,ordinary,7,1.7037368020873088e-12,1
kepler,kepler_0001947,ordinary,7,1.9683302133643303e-11,1
kepler,kepler_0001956,difficult,7,1.8488939995217866e-11,1
kepler,kepler_0001957,high_e,7,1.609123634941697e-11,1
kepler,kepler_0001966,ordinary,7,6.618758587373632e-13,1
kepler,kepler_0001967,ordinary,6,2.398334558755008e-11,1
kepler,kepler_0001976,difficult,7,1.851809233627877e-11,1
kepler,kepler_0001977,high_e,7,1.9751487906242127e-11,1
kepler,kepler_0001986,ordinary,7,1.2310360622071163e-11,1
kepler,kepler_0001987,ordinary,7,1.7829198874436288e-11,1
kepler,kepler_0001996,difficult,7,1.850497547018289e-11,1
kepler,kepler_0001997,high_e,7,1.5373684419702827e-11,1
kepler,kepler_0002006,ordinary,7,1.514500195224716e-11,1
kepler,kepler_0002007,ordinary,7,1.7759214762297357e-11,1
kepler,kepler_0002016,difficult,7,1.8518379205197563e-11,1
kepler,kepler_0002017,high_e,7,1.7055488754737805e-11,1
kepler,kepler_0002026,ordinary,7,3.1559773145630345e-13,1
kepler,kepler_0002027,ordinary,7,8.346315097750784e-12,1
kepler,kepler_0002036,difficult,7,1.8506403977502223e-11,1
kepler,kepler_0002037,high_e,7,1.9367129567561564e-11,1
kepler,kepler_0002046,ordinary,7,1.8258592981168538e-11,1
kepler,kepler_0002047,ordinary,7,1.7592158844038417e-11,1
kepler,kepler_0002056,difficult,7,1.85234651603523e-11,1
kepler,kepler_0002057,high_e,7,1.597874877410601e-11,1
kepler,kepler_0002066,ordinary,7,1.0367049728362376e-13,1
kepler,kepler_0002067,ordinary,7,1.2147390944251387e-11,1
kepler,kepler_0002076,difficult,7,1.852294301541809e-11,1
kepler,kepler_0002077,high_e,7,1.6216685025299247e-11,1
kepler,kepler_0002086,ordinary,7,1.684513671709877e-11,1
kepler,kepler_0002087,ordinary,7,1.9591727020643768e-11,1
kepler,kepler_0002096,difficult,7,1.8517730554467478e-11,1
kepler,kepler_0002097,high_e,7,1.7355617772355003e-11,1
kepler,kepler_0002106,ordinary,7,9.424284016575041e-14,1
kepler,kepler_0002107,ordinary,7,1.67363242390356e-11,1
kepler,kepler_0002116,difficult,7,1.851840520835755e-11,1
kepler,kepler_0002117,high_e,7,1.52832371208408e-11,1
kepler,kepler_0002126,ordinary,7,8.82113026575981e-13,1
kepler,kepler_0002127,ordinary,7,1.0919876264853746e-12,1
kepler,kepler_0002136,difficult,7,1.8528625148693002e-11,1
kepler,kepler_0002137,high_e,7,1.952080352423406e-11,1
kepler,kepler_0002146,ordinary,7,9.762541685449963e-12,1
kepler,kepler_0002147,ordinary,7,5.111866386019933e-13,1
kepler,kepler_0002156,difficult,7,1.851491087453893e-11,1
kepler,kepler_0002157,high_e,7,1.6955481405593322e-11,1
kepler,kepler_0002166,ordinary,7,1.9629629632567043e-12,1
kepler,kepler_0002167,ordinary,7,2.0906717462349563e-11,1
kepler,kepler_0002176,difficult,7,1.851729227533282e-11,1
kepler,kepler_0002177,high_e,7,1.7338562003189064e-11,1
kepler,kepler_0002186,ordinary,7,1.677757025144129e-11,1
kepler,kepler_0002187,ordinary,7,1.8555557775341477e-11,1
kepler,kepler_0002196,difficult,7,1.8517749329794277e-11,1
kepler,kepler_0002197,high_e,7,1.6511280614062396e-11,1
kepler,kepler_0002206,ordinary,7,1.419181490674415e-11,1
kepler,kepler_0002207,ordinary,7,2.0433303903192874e-11,1
kepler,kepler_0002216,difficult,7,1.8518027639397808e-11,1
kepler,kepler_0002217,high_e,7,1.650034394176448e-11,1
kepler,kepler_0002226,ordinary,7,6.757272309712638e-12,1
kepler,kepler_0002227,ordinary,7,1.7234822165916142e-11,1
kepler,kepler_0002236,difficult,7,1.8511246411728624e-11,1
kepler,kepler_0002237,high_e,7,1.5331374167719185e-11,1
kepler,kepler_0002246,ordinary,7,5.314318056500984e-13,1
kepler,kepler_0002247,ordinary,7,2.5217386736615166e-13,1
kepler,kepler_0002256,difficult,7,1.8486820211166184e-11,1
kepler,kepler_0002257,high_e,7,1.4673970381800218e-11,1
kepler,kepler_0002266,ordinary,7,1.6975902188406342e-11,1
kepler,kepler_0002267,ordinary,7,9.1036788437463e-12,1
kepler,kepler_0002276,difficult,7,1.8454475225690233e-11,1
kepler,kepler_0002277,high_e,7,1.8492103962372557e-11,1
kepler,kepler_0002286,ordinary,7,1.7387667360643032e-11,1
kepler,kepler_0002287,ordinary,7,1.5964544674141402e-11,1
kepler,kepler_0002296,difficult,7,1.8518750195324375e-11,1
kepler,kepler_0002297,high_e,7,1.6230912094231047e-11,1
kepler,kepler_0002306,ordinary,7,1.2556789432377202e-13,1
kepler,kepler_0002307,ordinary,7,5.22561545603748e-13,1
kepler,kepler_0002316,difficult,7,1.8517919246062456e-11,1
kepler,kepler_0002317,high_e,7,1.7640984304101345e-11,1
kepler,kepler_0002326,ordinary,7,1.6914308474560783e-11,1
kepler,kepler_0002327,ordinary,7,1.8343306116352718e-11,1
kepler,kepler_0002336,difficult,7,1.8538887452757614e-11,1
kepler,kepler_0002337,high_e,7,1.6664816013087734e-11,1
kepler,kepler_0002346,ordinary,7,1.6088941819538875e-11,1
kepler,kepler_0002347,ordinary,7,5.686616148722888e-13,1
kepler,kepler_0002356,difficult,7,1.851793615344751e-11,1
kepler,kepler_0002357,high_e,7,1.5525801802805936e-11,1
kepler,kepler_0002366,ordinary,7,1.9608707383710992e-11,1
kepler,kepler_0002367,ordinary,7,9.155741809049644e-13,1
kepler,kepler_0002376,difficult,7,1.8514234155492275e-11,1
kepler,kepler_0002377,high_e,6,2.03673643278043e-11,1
kepler,kepler_0002386,ordinary,7,1.7194710591422944e-11,1
kepler,kepler_0002387,ordinary,7,4.111103543573913e-13,1
kepler,kepler_0002396,difficult,7,1.8504739100314244e-11,1
kepler,kepler_0002397,high_e,7,1.4787186978649263e-11,1
kepler,kepler_0002406,ordinary,7,1.7947356105988344e-11,1
kepler,kepler_0002407,ordinary,7,1.6397001589667878e-11,1
kepler,kepler_0002416,difficult,7,1.8501656520623293e-11,1
kepler,kepler_0002417,high_e,7,1.6941083439916295e-11,1
kepler,kepler_0002426,ordinary,7,5.838993516911579e-13,1
kepler,kepler_0002427,ordinary,7,7.236810561382274e-13,1
kepler,kepler_0002436,difficult,7,1.8521354061222863e-11,1
kepler,kepler_0002437,high_e,7,1.7131380892986228e-11,1
kepler,kepler_0002446,ordinary,7,1.6296699477352482e-11,1
kepler,kepler_0002447,ordinary,7,1.5321663397410963e-11,1
kepler,kepler_0002456,difficult,7,1.8519518646880136e-11,1
kepler,kepler_0002457,high_e,7,2.0585729914967895e-11,1
kepler,kepler_0002466,ordinary,7,1.0155273751696443e-11,1
kepler,kepler_0002467,ordinary,7,6.918970721567772e-13,1
kepler,kepler_0002476,difficult,7,1.852610225851126e-11,1
kepler,kepler_0002477,high_e,7,1.5152645822501057e-11,1
kepler,kepler_0002486,ordinary,7,4.6874065447152725e-12,1
kepler,kepler_0002487,ordinary,7,1.7315927767420196e-11,1
kepler,kepler_0002496,difficult,7,1.85065394422997e-11,1
kepler,kepler_0002497,high_e,7,1.5249952535983214e-11,1
kepler,kepler_0002506,ordinary,7,1.3167141365065252e-11,1
kepler,kepler_0002507,ordinary,7,2.710631729169467e-12,1
kepler,kepler_0002516,difficult,7,1.8418429486594928e-11,1
kepler,kepler_0002517,high_e,7,1.829753795523056e-11,1
kepler,kepler_0002526,ordinary,7,5.121934734346451e-13,1
kepler,kepler_0002527,ordinary,7,1.9224115330035044e-11,1
kepler,kepler_0002536,difficult,7,1.8475710159748114e-11,1
kepler,kepler_0002537,high_e,7,1.742421288054851e-11,1
kepler,kepler_0002546,ordinary,7,1.8911357320229287e-11,1
kepler,kepler_0002547,ordinary,7,9.077899886582938e-13,1
kepler,kepler_0002556,difficult,7,1.8518830202002712e-11,1
kepler,kepler_0002557,high_e,7,1.5927117743185252e-11,1
kepler,kepler_0002566,ordinary,7,5.088504107063915e-12,1
kepler,kepler_0002567,ordinary,7,2.2016160650228878e-11,1
kepler,kepler_0002576,difficult,7,1.8516770426891775e-11,1
kepler,kepler_0002577,high_e,7,1.465080291182019e-11,1
kepler,kepler_0002586,ordinary,7,5.156158719294492e-14,1
kepler,kepler_0002587,ordinary,7,2.1890188603482553e-13,1
kepler,kepler_0002596,difficult,7,1.8518182924016403e-11,1
kepler,kepler_0002597,high_e,7,1.5132849147201353e-11,1
kepler,kepler_0002606,ordinary,7,1.1305462946658238e-12,1
kepler,kepler_0002607,ordinary,7,3.056386223309773e-12,1
kepler,kepler_0002616,difficult,7,1.8516834205425994e-11,1
kepler,kepler_0002617,high_e,7,1.4624573486088183e-11,1
kepler,kepler_0002626,ordinary,7,1.6891080602655038e-12,1
kepler,kepler_0002627,ordinary,7,1.1875039019463007e-11,1
kepler,kepler_0002636,difficult,7,1.85194766089373e-11,1
kepler,kepler_0002637,high_e,7,2.089220154064466e-11,1
kepler,kepler_0002646,ordinary,7,1.6494840607985856e-11,1
kepler,kepler_0002647,ordinary,7,1.733254953215051e-11,1
kepler,kepler_0002656,difficult,7,1.8517200818726397e-11,1
kepler,kepler_0002657,high_e,7,2.0261373714032034e-11,1
kepler,kepler_0002666,ordinary,7,2.3299026788577314e-11,1
kepler,kepler_0002667,ordinary,7,1.5607799055799388e-11,1
kepler,kepler_0002676,difficult,7,1.8518056175816706e-11,1
kepler,kepler_0002677,high_e,7,2.1061292464176852e-11,1
kepler,kepler_0002686,ordinary,7,1.8282312188924838e-11,1
kepler,kepler_0002687,ordinary,7,1.5420170890176922e-11,1
kepler,kepler_0002696,difficult,7,1.8518423245897986e-11,1
kepler,kepler_0002697,high_e,7,1.5014592335449516e-11,1
kepler,kepler_0002706,ordinary,7,1.8958360993839116e-11,1
kepler,kepler_0002707,ordinary,7,1.1363242741984582e-11,1
kepler,kepler_0002716,difficult,7,1.8517615017897598e-11,1
kepler,kepler_0002717,high_e,7,1.4923135733734816e-11,1
kepler,kepler_0002726,ordinary,7,9.302787648968321e-12,1
kepler,kepler_0002727,ordinary,7,1.7499590620993777e-11,1
kepler,kepler_0002736,difficult,7,1.8507823010096236e-11,1
kepler,kepler_0002737,high_e,7,1.8487282053479818e-11,1
kepler,kepler_0002746,ordinary,7,9.78488214796804e-14,1
kepler,kepler_0002747,ordinary,7,1.8456568872494254e-11,1
kepler,kepler_0002756,difficult,7,1.851846516569203e-11,1
kepler,kepler_0002757,high_e,7,1.4990092762935436e-11,1
kepler,kepler_0002766,ordinary,7,2.308966225169233e-13,1
kepler,kepler_0002767,ordinary,7,1.6389592567008035e-11,1
kepler,kepler_0002776,difficult,7,1.843319177932096e-11,1
kepler,kepler_0002777,high_e,7,1.8675798963747067e-11,1
kepler,kepler_0002786,ordinary,7,3.2938030381455286e-13,1
kepler,kepler_0002787,ordinary,7,1.674541584509862e-11,1
kepler,kepler_0002796,difficult,7,1.8515207852216875e-11,1
kepler,kepler_0002797,high_e,7,1.5951751619808045e-11,1
kepler,kepler_0002806,ordinary,7,7.017147718023239e-13,1
kepler,kepler_0002807,ordinary,7,1.698639437061544e-11,1
kepler,kepler_0002816,difficult,7,1.8488056325525428e-11,1
kepler,kepler_0002817,high_e,7,1.7638398880437757e-11,1
kepler,kepler_0002826,ordinary,7,1.8984982625008173e-11,1
kepler,kepler_0002827,ordinary,7,1.5750053167256203e-11,1
kepler,kepler_0002836,difficult,7,1.8516901576145364e-11,1
kepler,kepler_0002837,high_e,7,1.6477601869447066e-11,1
kepler,kepler_0002846,ordinary,7,1.9084323501527042e-11,1
kepler,kepler_0002847,ordinary,7,9.366759650492716e-12,1
kepler,kepler_0002856,difficult,7,1.8518470217100185e-11,1
kepler,kepler_0002857,high_e,7,1.4519144938049077e-11,1
kepler,kepler_0002866,ordinary,7,1.7208902751620117e-11,1
kepler,kepler_0002867,ordinary,7,1.688932529629202e-11,1
kepler,kepler_0002876,difficult,7,1.8498057928000113e-11,1
kepler,kepler_0002877,high_e,7,1.6270531969626615e-11,1
kepler,kepler_0002886,ordinary,7,1.6080728968569882e-11,1
kepler,kepler_0002887,ordinary,7,1.123283408795262e-11,1
kepler,kepler_0002896,difficult,7,1.8518940833131346e-11,1
kepler,kepler_0002897,high_e,7,1.5695188998354928e-11,1
kepler,kepler_0002906,ordinary,7,7.930581217404557e-12,1
kepler,kepler_0002907,ordinary,7,1.7469843835743814e-11,1
kepler,kepler_0002916,difficult,7,1.8518341701066152e-11,1
kepler,kepler_0002917,high_e,7,1.501673107223529e-11,1
kepler,kepler_0002926,ordinary,7,1.7020192349617755e-11,1
kepler,kepler_0002927,ordinary,7,1.7021200570052813e-11,1
kepler,kepler_0002936,difficult,7,1.8526470949050322e-11,1
kepler,kepler_0002937,high_e,7,1.4800618502451943e-11,1
kepler,kepler_0002946,ordinary,7,1.2810133728799686e-11,1
kepler,kepler_0002947,ordinary,7,1.9503966087501384e-11,1
kepler,kepler_0002956,difficult,7,1.8497578321156875e-11,1
kepler,kepler_0002957,high_e,7,1.9264879656680118e-11,1
kepler,kepler_0002966,ordinary,7,1.7551661484056788e-11,1
kepler,kepler_0002967,ordinary,7,1.6093846869124906e-11,1
kepler,kepler_0002976,difficult,7,1.8521545181828943e-11,1
kepler,kepler_0002977,high_e,7,1.5344117403905295e-11,1
kepler,kepler_0002986,ordinary,7,1.8540296653263854e-11,1
kepler,kepler_0002987,ordinary,7,1.8021224803138235e-11,1
kepler,kepler_0002996,difficult,7,1.8516982200759294e-11,1
kepler,kepler_0002997,high_e,7,1.493976584097764e-11,1
pv,pv_0000006,short_circuit,7,6.373611522558543e-21,1
pv,pv_0000007,interior,7,1.7928275208612913e-14,1
pv,pv_0000016,short_circuit,7,1.8982677811201845e-18,1
pv,pv_0000017,interior,7,7.099896580787211e-18,1
pv,pv_0000026,interior,7,7.221534773164672e-12,1
pv,pv_0000027,short_circuit,7,1.2081302346125485e-20,1
pv,pv_0000036,open_circuit,7,5.149677040490888e-10,1
pv,pv_0000037,interior,7,5.866772882417159e-17,1
pv,pv_0000046,interior,7,6.923916574494784e-14,1
pv,pv_0000047,short_circuit,7,1.509905133674484e-22,1
pv,pv_0000056,interior,7,7.542491237164887e-13,1
pv,pv_0000057,interior,7,3.8311972922957595e-17,1
pv,pv_0000066,short_circuit,7,2.3218278076618716e-24,1
pv,pv_0000067,short_circuit,7,3.0876686009316707e-19,1
pv,pv_0000076,interior,7,1.9017347819590535e-11,1
pv,pv_0000077,interior,7,8.406579208215499e-16,1
pv,pv_0000086,open_circuit,7,4.3361603513159773e-10,1
pv,pv_0000087,interior,7,2.3205056222443545e-15,1
pv,pv_0000096,interior,7,1.5385973685976974e-09,1
pv,pv_0000097,interior,7,5.1150387095383635e-17,1
pv,pv_0000106,interior,7,3.3920628576453856e-09,1
pv,pv_0000107,interior,7,4.715572287768775e-10,1
pv,pv_0000116,interior,7,1.0104539590293407e-12,1
pv,pv_0000117,interior,7,2.2996984267337875e-15,1
pv,pv_0000126,interior,7,8.362576583113733e-12,1
pv,pv_0000127,open_circuit,7,2.7884720200830934e-10,1
pv,pv_0000136,interior,7,1.0782018574101253e-19,1
pv,pv_0000137,short_circuit,7,2.4267346870685688e-16,1
pv,pv_0000146,short_circuit,7,1.1780680844458446e-16,1
pv,pv_0000147,interior,7,7.81737232235311e-09,1
pv,pv_0000156,interior,7,1.5768206399469367e-09,1
pv,pv_0000157,interior,7,3.6842408652847728e-09,1
pv,pv_0000166,interior,7,2.258500192942821e-09,1
pv,pv_0000167,short_circuit,7,2.726393259161902e-19,1
pv,pv_0000176,interior,7,1.160669872383769e-09,1
pv,pv_0000177,short_circuit,7,1.6737553430684933e-16,1
pv,pv_0000186,interior,7,1.0118857528784646e-17,1
pv,pv_0000187,interior,7,2.9352586507279594e-15,1
pv,pv_0000196,interior,7,4.558153327679409e-13,1
pv,pv_0000197,interior,7,5.913967138000949e-11,1
pv,pv_0000206,interior,7,2.157033353933107e-15,1
pv,pv_0000207,interior,7,1.0008920860971976e-15,1
pv,pv_0000216,interior,7,1.2625774017385728e-09,1
pv,pv_0000217,interior,7,2.325628227243694e-10,1
pv,pv_0000226,interior,7,2.0238647024077977e-10,1
pv,pv_0000227,interior,7,5.284287448167256e-16,1
pv,pv_0000236,interior,7,2.076562680633537e-15,1
pv,pv_0000237,interior,7,5.392642500183216e-09,1
pv,pv_0000246,interior,7,1.343495745516621e-09,1
pv,pv_0000247,interior,7,4.600182024483591e-09,1
pv,pv_0000256,open_circuit,7,1.9779803002661114e-09,1
pv,pv_0000257,short_circuit,7,3.509886884872221e-24,1
pv,pv_0000266,interior,7,8.563951681852921e-14,1
pv,pv_0000267,interior,7,1.4651199012008244e-14,1
pv,pv_0000276,interior,7,7.0018625221360815e-09,1
pv,pv_0000277,interior,7,5.2216729739583105e-15,1
pv,pv_0000286,interior,7,1.1723837741011026e-09,1
pv,pv_0000287,interior,7,2.641847423360206e-10,1
pv,pv_0000296,interior,7,1.0515884706235607e-09,1
pv,pv_0000297,interior,7,1.4473329170068833e-10,1
pv,pv_0000306,interior,7,4.370168801028482e-14,1
pv,pv_0000307,interior,7,3.661097153377716e-13,1
pv,pv_0000316,interior,7,1.8408579658751177e-09,1
pv,pv_0000317,short_circuit,7,2.074857306552149e-20,1
pv,pv_0000326,interior,7,1.896438860799392e-12,1
pv,pv_0000327,interior,7,5.277137516875058e-09,1
pv,pv_0000336,short_circuit,7,2.5941031011063732e-18,1
pv,pv_0000337,short_circuit,7,2.204483016087503e-21,1
pv,pv_0000346,interior,7,1.9187828375616387e-11,1
pv,pv_0000347,interior,7,4.384303124744517e-09,1
pv,pv_0000356,short_circuit,7,2.0503392278431207e-17,1
pv,pv_0000357,interior,7,7.80334261753833e-15,1
pv,pv_0000366,interior,7,8.903942417781896e-10,1
pv,pv_0000367,short_circuit,7,8.176767580947152e-17,1
pv,pv_0000376,short_circuit,7,6.362645418963764e-21,1
pv,pv_0000377,short_circuit,7,3.5972745494027514e-22,1
pv,pv_0000386,interior,7,6.559267627473728e-10,1
pv,pv_0000387,interior,7,3.748043807584509e-09,1
pv,pv_0000396,interior,7,1.3878426400750482e-10,1
pv,pv_0000397,interior,7,2.8703968292764216e-14,1
pv,pv_0000406,interior,7,1.0086361966702914e-16,1
pv,pv_0000407,interior,7,5.778497252134333e-09,1
pv,pv_0000416,interior,7,1.319458255330961e-13,1
pv,pv_0000417,interior,7,2.0702389073818788e-10,1
pv,pv_0000426,interior,7,9.13381045200196e-11,1
pv,pv_0000427,interior,7,2.984891660935911e-09,1
pv,pv_0000436,interior,7,3.3419698610362526e-09,1
pv,pv_0000437,interior,7,3.61695558719572e-12,1
pv,pv_0000446,interior,7,3.3290027766388293e-09,1
pv,pv_0000447,short_circuit,7,3.467803394537737e-22,1
pv,pv_0000456,short_circuit,7,3.5883566996296774e-18,1
pv,pv_0000457,interior,7,8.965019240228274e-14,1
pv,pv_0000466,interior,7,3.042760306272098e-12,1
pv,pv_0000467,interior,7,1.2897345975219378e-09,1
pv,pv_0000476,interior,7,7.871719177233882e-11,1
pv,pv_0000477,interior,7,1.878332413104877e-14,1
pv,pv_0000486,short_circuit,7,2.4669951128865146e-17,1
pv,pv_0000487,interior,7,1.0160375626165382e-09,1
pv,pv_0000496,interior,7,1.4122975839358799e-18,1
pv,pv_0000497,open_circuit,7,3.753700874694462e-10,1
pv,pv_0000506,interior,7,3.479346752319726e-13,1
pv,pv_0000507,interior,7,8.37791967404053e-14,1
pv,pv_0000516,short_circuit,7,4.16568032911062e-25,1
pv,pv_0000517,short_circuit,7,2.0856829518001536e-18,1
pv,pv_0000526,interior,7,4.1813869012929996e-11,1
pv,pv_0000527,short_circuit,7,1.3458875482861278e-19,1
pv,pv_0000536,interior,7,1.2172872459804944e-13,1
pv,pv_0000537,short_circuit,7,2.423320582643706e-17,1
pv,pv_0000546,interior,7,1.5691035012011985e-14,1
pv,pv_0000547,interior,7,5.392812197607233e-17,1
pv,pv_0000556,short_circuit,7,5.329659482829423e-20,1
pv,pv_0000557,interior,7,4.680698832933914e-14,1
pv,pv_0000566,interior,7,3.4417151469853073e-14,1
pv,pv_0000567,interior,7,8.607930205520804e-12,1
pv,pv_0000576,interior,7,2.7438988250343657e-12,1
pv,pv_0000577,interior,7,2.112969367020249e-09,1
pv,pv_0000586,short_circuit,7,5.512734671829289e-19,1
pv,pv_0000587,interior,7,8.363613225401511e-16,1
pv,pv_0000596,interior,7,1.8168436938323863e-09,1
pv,pv_0000597,interior,7,7.260083535937688e-12,1
pv,pv_0000606,interior,7,1.6436516612388423e-14,1
pv,pv_0000607,interior,7,7.332400105422932e-16,1
pv,pv_0000616,interior,7,1.9342646905834027e-12,1
pv,pv_0000617,short_circuit,7,1.6104206914217722e-21,1
pv,pv_0000626,short_circuit,7,1.980634319541485e-16,1
pv,pv_0000627,interior,7,1.2469542122800968e-15,1
pv,pv_0000636,interior,7,6.67744737049681e-16,1
pv,pv_0000637,interior,7,4.529553289846826e-12,1
pv,pv_0000646,open_circuit,7,1.9763913366080806e-10,1
pv,pv_0000647,short_circuit,7,4.490791896430665e-19,1
pv,pv_0000656,interior,7,3.4143177642658397e-15,1
pv,pv_0000657,interior,7,9.259838548357687e-15,1
pv,pv_0000666,short_circuit,7,2.3383841822392277e-16,1
pv,pv_0000667,interior,7,2.2843135818246233e-09,1
pv,pv_0000676,open_circuit,7,5.1602068100059664e-09,1
pv,pv_0000677,interior,7,9.845479035675384e-10,1
pv,pv_0000686,interior,7,4.673417830240988e-15,1
pv,pv_0000687,short_circuit,7,1.2992085772639978e-19,1
pv,pv_0000696,interior,7,5.1833805972209e-09,1
pv,pv_0000697,short_circuit,7,3.58845645144842e-21,1
pv,pv_0000706,interior,7,2.3791398039562454e-11,1
pv,pv_0000707,interior,7,6.038370899997412e-14,1
pv,pv_0000716,interior,7,5.562092858947807e-09,1
pv,pv_0000717,interior,7,3.0761367050151547e-10,1
pv,pv_0000726,interior,7,1.1452850117309693e-09,1
pv,pv_0000727,interior,7,1.6118206848556634e-16,1
pv,pv_0000736,short_circuit,7,3.6279139574683415e-18,1
pv,pv_0000737,short_circuit,7,2.0109545503109042e-20,1
pv,pv_0000746,interior,7,3.9808627419759715e-11,1
pv,pv_0000747,interior,7,1.748843570776905e-16,1
pv,pv_0000756,interior,7,8.643722441542504e-10,1
pv,pv_0000757,short_circuit,7,4.9490208097315465e-21,1
pv,pv_0000766,interior,7,1.7030958430553067e-09,1
pv,pv_0000767,short_circuit,7,7.713742544291509e-20,1
pv,pv_0000776,interior,7,4.846494694590459e-10,1
pv,pv_0000777,interior,7,7.001383117386169e-16,1
pv,pv_0000786,interior,7,2.6523915859632457e-16,1
pv,pv_0000787,interior,7,1.8767703637787925e-09,1
