timestamp, index, name, temperature.gpu, power.draw [W], power.limit [W], clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%]
2026/08/24 16:40:20.748, 1, NVIDIA GeForce RTX 5090, 37, 14.28 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:20.953, 0, NVIDIA GeForce RTX 5090, 57, 226.58 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:20.953, 1, NVIDIA GeForce RTX 5090, 37, 14.28 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:21.157, 0, NVIDIA GeForce RTX 5090, 57, 226.15 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:21.157, 1, NVIDIA GeForce RTX 5090, 37, 14.28 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:21.361, 0, NVIDIA GeForce RTX 5090, 57, 226.15 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:21.361, 1, NVIDIA GeForce RTX 5090, 37, 14.28 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:21.565, 0, NVIDIA GeForce RTX 5090, 58, 227.96 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:21.566, 1, NVIDIA GeForce RTX 5090, 37, 14.28 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:21.769, 0, NVIDIA GeForce RTX 5090, 58, 227.96 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:21.770, 1, NVIDIA GeForce RTX 5090, 37, 14.47 W, 600.00 W, 210 MHz, 405 MHz, 0 %
2026/08/24 16:40:21.971, 0, NVIDIA GeForce RTX 5090, 58, 227.96 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:21.971, 1, NVIDIA GeForce RTX 5090, 37, 14.47 W, 600.00 W, 210 MHz, 405 MHz, 0 %
2026/08/24 16:40:22.172, 0, NVIDIA GeForce RTX 5090, 57, 228.83 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:22.173, 1, NVIDIA GeForce RTX 5090, 37, 14.47 W, 600.00 W, 210 MHz, 405 MHz, 0 %
2026/08/24 16:40:22.374, 0, NVIDIA GeForce RTX 5090, 57, 228.83 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:22.374, 1, NVIDIA GeForce RTX 5090, 37, 15.40 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:22.575, 0, NVIDIA GeForce RTX 5090, 57, 228.86 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:22.575, 1, NVIDIA GeForce RTX 5090, 37, 15.40 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:22.779, 0, NVIDIA GeForce RTX 5090, 57, 228.86 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:22.779, 1, NVIDIA GeForce RTX 5090, 37, 17.42 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:22.984, 0, NVIDIA GeForce RTX 5090, 57, 228.86 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:22.984, 1, NVIDIA GeForce RTX 5090, 37, 17.42 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:23.188, 0, NVIDIA GeForce RTX 5090, 57, 229.64 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:23.188, 1, NVIDIA GeForce RTX 5090, 37, 17.42 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:23.392, 0, NVIDIA GeForce RTX 5090, 57, 229.64 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:23.392, 1, NVIDIA GeForce RTX 5090, 37, 17.42 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:23.597, 0, NVIDIA GeForce RTX 5090, 57, 228.64 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:23.597, 1, NVIDIA GeForce RTX 5090, 37, 17.42 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:23.801, 0, NVIDIA GeForce RTX 5090, 57, 228.64 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:23.801, 1, NVIDIA GeForce RTX 5090, 37, 14.66 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:24.005, 0, NVIDIA GeForce RTX 5090, 57, 228.64 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:24.006, 1, NVIDIA GeForce RTX 5090, 37, 14.66 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:24.209, 0, NVIDIA GeForce RTX 5090, 58, 228.52 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:24.210, 1, NVIDIA GeForce RTX 5090, 37, 14.66 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:24.414, 0, NVIDIA GeForce RTX 5090, 58, 228.52 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:24.414, 1, NVIDIA GeForce RTX 5090, 37, 14.66 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:24.618, 0, NVIDIA GeForce RTX 5090, 58, 230.71 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:24.619, 1, NVIDIA GeForce RTX 5090, 37, 14.66 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:24.822, 0, NVIDIA GeForce RTX 5090, 58, 230.71 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:24.823, 1, NVIDIA GeForce RTX 5090, 37, 14.49 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:25.027, 0, NVIDIA GeForce RTX 5090, 58, 230.71 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:25.027, 1, NVIDIA GeForce RTX 5090, 37, 14.49 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:25.231, 0, NVIDIA GeForce RTX 5090, 58, 232.01 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:25.232, 1, NVIDIA GeForce RTX 5090, 37, 14.49 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:25.436, 0, NVIDIA GeForce RTX 5090, 58, 232.01 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:25.436, 1, NVIDIA GeForce RTX 5090, 37, 14.49 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:25.640, 0, NVIDIA GeForce RTX 5090, 58, 230.66 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:25.640, 1, NVIDIA GeForce RTX 5090, 37, 14.49 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:25.844, 0, NVIDIA GeForce RTX 5090, 58, 230.66 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:25.844, 1, NVIDIA GeForce RTX 5090, 37, 14.69 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:26.048, 0, NVIDIA GeForce RTX 5090, 58, 230.66 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:26.049, 1, NVIDIA GeForce RTX 5090, 37, 14.69 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:26.253, 0, NVIDIA GeForce RTX 5090, 57, 230.90 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:26.253, 1, NVIDIA GeForce RTX 5090, 37, 14.69 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:26.456, 0, NVIDIA GeForce RTX 5090, 57, 230.90 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:26.457, 1, NVIDIA GeForce RTX 5090, 37, 14.69 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:26.659, 0, NVIDIA GeForce RTX 5090, 57, 228.51 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:26.660, 1, NVIDIA GeForce RTX 5090, 37, 14.69 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:26.863, 0, NVIDIA GeForce RTX 5090, 57, 228.51 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:26.864, 1, NVIDIA GeForce RTX 5090, 37, 14.59 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:27.068, 0, NVIDIA GeForce RTX 5090, 58, 227.21 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:27.068, 1, NVIDIA GeForce RTX 5090, 37, 14.59 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:27.272, 0, NVIDIA GeForce RTX 5090, 58, 227.21 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:27.272, 1, NVIDIA GeForce RTX 5090, 37, 14.59 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:27.476, 0, NVIDIA GeForce RTX 5090, 58, 227.21 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:27.477, 1, NVIDIA GeForce RTX 5090, 37, 14.59 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:27.681, 0, NVIDIA GeForce RTX 5090, 58, 228.43 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:27.681, 1, NVIDIA GeForce RTX 5090, 37, 14.59 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:27.885, 0, NVIDIA GeForce RTX 5090, 58, 228.43 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:27.885, 1, NVIDIA GeForce RTX 5090, 37, 14.65 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:28.089, 0, NVIDIA GeForce RTX 5090, 58, 229.54 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:28.090, 1, NVIDIA GeForce RTX 5090, 37, 14.65 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:28.294, 0, NVIDIA GeForce RTX 5090, 58, 229.54 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:28.294, 1, NVIDIA GeForce RTX 5090, 37, 14.65 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:28.498, 0, NVIDIA GeForce RTX 5090, 58, 229.54 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:28.499, 1, NVIDIA GeForce RTX 5090, 37, 14.65 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:28.702, 0, NVIDIA GeForce RTX 5090, 58, 229.07 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:28.703, 1, NVIDIA GeForce RTX 5090, 37, 14.65 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:28.906, 0, NVIDIA GeForce RTX 5090, 58, 229.07 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:28.907, 1, NVIDIA GeForce RTX 5090, 37, 14.37 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:29.108, 0, NVIDIA GeForce RTX 5090, 57, 227.76 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:29.108, 1, NVIDIA GeForce RTX 5090, 37, 14.37 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:29.309, 0, NVIDIA GeForce RTX 5090, 57, 227.76 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:29.309, 1, NVIDIA GeForce RTX 5090, 37, 15.16 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:29.510, 0, NVIDIA GeForce RTX 5090, 57, 227.76 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:29.512, 1, NVIDIA GeForce RTX 5090, 37, 15.16 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:29.713, 0, NVIDIA GeForce RTX 5090, 54, 178.61 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:40:29.713, 1, NVIDIA GeForce RTX 5090, 37, 15.16 W, 600.00 W, 195 MHz, 405 MHz, 0 %
