domain,n,method,median_ms,throughput_mroots_s,max_root_error,p99_root_error,max_residual,correction_fraction,checksum
kepler,524288,gpu_adaptive,2.60099196434,201.572325939,9.99793234868e-08,9.33492492194e-08,1.88248315158e-07,0.8279,137018.997901
kepler,524288,cpu_omp128,13.9945326373,37.4637734313,0,0,0,0,0
kepler,2097152,gpu_adaptive,10.0877122879,207.891734037,9.99793234868e-08,9.33492492194e-08,1.88248315158e-07,0.8279,137018.997901
kepler,2097152,cpu_omp128,23.0560349301,90.9589184074,0,0,0,0,0
kepler,8388608,gpu_adaptive,39.5847663879,211.915056358,9.99793234868e-08,9.33492492194e-08,1.88248315158e-07,0.8279,137018.997901
kepler,8388608,cpu_omp128,91.2284050137,91.9517117365,0,0,0,0,0
kepler,16777216,gpu_adaptive,79.5364151001,210.937543248,9.99793234868e-08,9.33492492194e-08,1.88248315158e-07,0.8279,137018.997901
kepler,16777216,cpu_omp128,183.581965044,91.3881491353,0,0,0,0,0
pv,1,gpu_adaptive,0.143488004804,0.00696922367391,0,0,1.73472347598e-16,1,7.44420283371
pv,1,cpu_omp128,0.0340798869729,0.0293428203208,0,0,0,0,0
pv,8,gpu_adaptive,0.145055994391,0.0551511161849,0,0,3.60753094064e-14,1,159.974506715
pv,8,cpu_omp128,0.0348798930645,0.229358501335,0,0,0,0,0
pv,32,gpu_adaptive,0.147072002292,0.217580501396,8.86437518943e-08,8.16176140006e-08,3.7552885097e-07,0.9375,1302.55520001
pv,32,cpu_omp128,0.0318801030517,1.00376087079,0,0,0,0,0
pv,128,gpu_adaptive,0.156479999423,0.817995913037,8.95704292958e-08,8.16176140006e-08,3.7552885097e-07,0.9453125,5992.42861303
pv,128,cpu_omp128,0.0364799052477,3.50878104345,0,0,0,0,0
pv,512,gpu_adaptive,0.262048006058,1.9538404726,9.26182863736e-08,8.16176140006e-08,3.7552885097e-07,0.9296875,25877.139605
pv,512,cpu_omp128,0.0442303717136,11.5757562092,0,0,0,0,0
pv,2048,gpu_adaptive,0.262208014727,7.81059267824,9.98087257287e-08,8.59331814596e-08,4.18476226446e-07,0.94091796875,106226.468108
pv,2048,cpu_omp128,0.0653499737382,31.3389567409,0,0,0,0,0
pv,8192,gpu_adaptive,0.270303994417,30.3066183601,9.98087257287e-08,8.30853092992e-08,4.56462728005e-07,0.939575195312,424574.890022
pv,8192,cpu_omp128,0.17824023962,45.9604409052,0,0,0,0,0
pv,32768,gpu_adaptive,0.272448003292,120.272490912,9.98087257287e-08,8.37144042976e-08,4.56462728005e-07,0.9383,516510.196253
pv,32768,cpu_omp128,0.557742081583,58.7511702668,0,0,0,0,0
pv,131072,gpu_adaptive,0.988575994968,132.586670794,9.98087257287e-08,8.37144042976e-08,4.56462728005e-07,0.9383,516510.196253
pv,131072,cpu_omp128,2.20778863877,59.3680018541,0,0,0,0,0
pv,524288,gpu_adaptive,3.20956802368,163.351577574,9.98087257287e-08,8.37144042976e-08,4.56462728005e-07,0.9383,516510.196253
pv,524288,cpu_omp128,10.6221791357,49.3578571123,0,0,0,0,0
pv,2097152,gpu_adaptive,12.426527977,168.764115277,9.98087257287e-08,8.37144042976e-08,4.56462728005e-07,0.9383,516510.196253
pv,2097152,cpu_omp128,27.8049819171,75.4236059656,0,0,0,0,0
pv,8388608,gpu_adaptive,49.338558197,170.021344493,9.98087257287e-08,8.37144042976e-08,4.56462728005e-07,0.9383,516510.196253
pv,8388608,cpu_omp128,58.5101339966,143.37017243,0,0,0,0,0
pv,16777216,gpu_adaptive,98.6043167114,170.146871451,9.98087257287e-08,8.37144042976e-08,4.56462728005e-07,0.9383,516510.196253
pv,16777216,cpu_omp128,118.553405628,141.516103322,0,0,0,0,0
cstr,1,gpu_adaptive,0.134944006801,0.00741048101141,0,0,1.11022302463e-16,1,0.53045109563
cstr,1,cpu_omp128,0.0411998480558,0.0242719341742,0,0,0,0,0
cstr,8,gpu_adaptive,0.152639999986,0.0524109014724,2.67147850508e-08,7.02982710932e-09,2.52290931479e-08,0.75,31.1008062921
cstr,8,cpu_omp128,0.0328291207552,0.243686087716,0,0,0,0,0
cstr,32,gpu_adaptive,0.153183996677,0.208899106265,7.2959788211e-08,6.68274533488e-08,6.32699509451e-08,0.71875,220.075455448
cstr,32,cpu_omp128,0.0322302803397,0.992855155547,0,0,0,0,0
cstr,128,gpu_adaptive,0.163424000144,0.783238691301,7.2959788211e-08,5.19618612582e-08,6.32699509451e-08,0.734375,848.222729361
cstr,128,cpu_omp128,0.0408506020904,3.13336874979,0,0,0,0,0
cstr,512,gpu_adaptive,0.281856000423,1.81653042416,7.46807219953e-08,6.06713488338e-08,7.19595498466e-08,0.73046875,3595.23273698
cstr,512,cpu_omp128,0.0446997582912,11.4542006394,0,0,0,0,0
cstr,2048,gpu_adaptive,0.281823992729,7.26694693439,9.96925831886e-08,6.68079260802e-08,9.75892883726e-08,0.76025390625,14299.4498483
cstr,2048,cpu_omp128,0.0729905441403,28.0584289941,0,0,0,0,0
cstr,8192,gpu_adaptive,0.282880008221,28.9592751765,9.96925831886e-08,6.47574347479e-08,9.75892883726e-08,0.753540039062,57217.8502186
cstr,8192,cpu_omp128,0.184351578355,44.4368313692,0,0,0,0,0
cstr,32768,gpu_adaptive,0.28393599391,115.406291216,9.96925831886e-08,6.53768144065e-08,9.75892883726e-08,0.755,69923.1620947
cstr,32768,cpu_omp128,0.659011304379,49.722971036,0,0,0,0,0
cstr,131072,gpu_adaptive,1.09977602959,119.180629941,9.96925831886e-08,6.53768144065e-08,9.75892883726e-08,0.755,69923.1620947
cstr,131072,cpu_omp128,2.27067805827,57.7237268501,0,0,0,0,0
cstr,524288,gpu_adaptive,3.58281588554,146.334061461,9.96925831886e-08,6.53768144065e-08,9.75892883726e-08,0.755,69923.1620947
cstr,524288,cpu_omp128,8.65971203893,60.5433526707,0,0,0,0,0
cstr,2097152,gpu_adaptive,14.0751676559,148.996591107,9.96925831886e-08,6.53768144065e-08,9.75892883726e-08,0.755,69923.1620947
cstr,2097152,cpu_omp128,26.8881293014,77.9954595016,0,0,0,0,0
cstr,8388608,gpu_adaptive,55.1692810059,152.05215379,9.96925831886e-08,6.53768144065e-08,9.75892883726e-08,0.755,69923.1620947
cstr,8388608,cpu_omp128,61.9173571467,135.480717953,0,0,0,0,0
cstr,16777216,gpu_adaptive,110.050338745,152.450380356,9.96925831886e-08,6.53768144065e-08,9.75892883726e-08,0.755,69923.1620947
cstr,16777216,cpu_omp128,124.005623162,135.29399371,0,0,0,0,0
peng_robinson,1,gpu_adaptive,0.0468159988523,0.0213602192523,0,0,1.02632924282e-17,1,0.157863954436
peng_robinson,1,cpu_omp128,0.0347001478076,0.0288183210499,0,0,0,0,0
peng_robinson,8,gpu_adaptive,0.0473599992692,0.168918921525,3.92984831343e-08,2.45107673047e-08,2.73970787448e-08,0.75,23.2594181632
peng_robinson,8,cpu_omp128,0.0311899930239,0.256492522902,0,0,0,0,0
peng_robinson,32,gpu_adaptive,0.0478079989552,0.669344057465,7.19279396044e-08,4.50219622694e-08,3.29993469661e-08,0.59375,161.895873084
peng_robinson,32,cpu_omp128,0.0319899991155,1.00031262535,0,0,0,0,0
peng_robinson,128,gpu_adaptive,0.0508479997516,2.51730649436,9.82093468771e-08,7.80397289013e-08,4.75112448282e-08,0.5625,683.551268187
peng_robinson,128,cpu_omp128,0.03213994205,3.98258340979,0,0,0,0,0
peng_robinson,512,gpu_adaptive,0.0798719972372,6.41025663199,9.82093468771e-08,9.00227719036e-08,6.35306736242e-08,0.537109375,2814.71677905
peng_robinson,512,cpu_omp128,0.0323802232742,15.81212074,0,0,0,0,0
peng_robinson,2048,gpu_adaptive,0.0799039974809,25.6307577163,9.97126838875e-08,9.19789542309e-08,8.09834443813e-08,0.525390625,11320.8806319
peng_robinson,2048,cpu_omp128,0.0351304188371,58.2970561637,0,0,0,0,0
peng_robinson,8192,gpu_adaptive,0.0796800032258,102.811240818,9.99895339859e-08,9.23361616056e-08,9.60721877775e-08,0.531494140625,45074.9528364
peng_robinson,8192,cpu_omp128,0.0444604083896,184.253818099,0,0,0,0,0
peng_robinson,32768,gpu_adaptive,0.0798079967499,410.585421693,9.99895339859e-08,9.21712346447e-08,9.60721877775e-08,0.5298,55055.9594086
peng_robinson,32768,cpu_omp128,0.102670863271,319.155785353,0,0,0,0,0
peng_robinson,131072,gpu_adaptive,0.299488008022,437.653583746,9.99895339859e-08,9.21712346447e-08,9.60721877775e-08,0.5298,55055.9594086
peng_robinson,131072,cpu_omp128,0.495691783726,264.42237758,0,0,0,0,0
peng_robinson,524288,gpu_adaptive,0.970975995064,539.959795778,9.99895339859e-08,9.21712346447e-08,9.60721877775e-08,0.5298,55055.9594086
peng_robinson,524288,cpu_omp128,2.13723815978,245.310985864,0,0,0,0,0
peng_robinson,2097152,gpu_adaptive,3.65567994118,573.669477018,9.99895339859e-08,9.21712346447e-08,9.60721877775e-08,0.5298,55055.9594086
peng_robinson,2097152,cpu_omp128,11.1402617767,188.249795384,0,0,0,0,0
peng_robinson,8388608,gpu_adaptive,14.9761276245,560.131978728,9.99895339859e-08,9.21712346447e-08,9.60721877775e-08,0.5298,55055.9594086
peng_robinson,8388608,cpu_omp128,31.9979274645,262.16097931,0,0,0,0,0
peng_robinson,16777216,gpu_adaptive,29.9389438629,560.381023353,9.99895339859e-08,9.21712346447e-08,9.60721877775e-08,0.5298,55055.9594086
peng_robinson,16777216,cpu_omp128,36.5653643385,458.828082354,0,0,0,0,0
