channel,unit,finite,nonfinite,min,median,max
AB2N011Vx,m/s,48001,0,6.59355126887775,15.474833740314892,23.856371377314833
AB2N012Vx,m/s,48001,0,6.7264194367609935,15.375572625020624,23.599710827137237
AB2N013Vx,m/s,48001,0,6.266298896807818,15.2579786036987,23.33243848709022
AB2N014Vx,m/s,48001,0,5.766111030882796,15.123799864570493,22.85509826787531
AB2N015Vx,m/s,48001,0,5.521339132610309,14.916955262364052,22.701899594560533
AB2N016Vx,m/s,48001,0,2.5291349450617284,14.758277460452941,23.30739816482813
AB2N017Vx,m/s,48001,0,-0.07078075241923076,14.681712762162238,23.295670960660587
AB2N018Vx,m/s,48001,0,-2.9772302448365786,14.643186490327569,23.800545594029035
AB2N019Vx,m/s,48001,0,-4.5288975407294965,14.629316684849496,24.119362977316733
AB3N001Vx,m/s,48001,0,7.705178098234731,15.456661707684805,24.441465017370305
AB3N002Vx,m/s,48001,0,7.42431634284046,15.151856737051983,23.516084212884607
AB3N003Vx,m/s,48001,0,7.828103324019649,15.398002201169742,23.729040085255367
AB3N004Vx,m/s,48001,0,7.831073797937624,15.539898974419179,23.371136496269507
AB3N005Vx,m/s,48001,0,7.665732015769514,15.679403215200223,23.469880382810953
AB3N006Vx,m/s,48001,0,6.791394386351696,15.751645214917522,23.87918548577178
AB3N007Vx,m/s,48001,0,6.510256427296754,15.735001932341557,23.860033519007004
AB3N008Vx,m/s,48001,0,6.239324700298457,15.687605735472287,23.999378808345618
AB3N009Vx,m/s,48001,0,6.28979169951495,15.659572507302594,23.29614090639479
AB3N010Vx,m/s,48001,0,6.651449914874274,15.577270618679023,25.942545232200573
AB3N011Vx,m/s,48001,0,6.601087685060231,15.483374339133823,25.128925817376675
AB3N012Vx,m/s,48001,0,6.43088615669759,15.361942616568507,24.47475223119447
AB3N013Vx,m/s,48001,0,6.039833479710396,15.259584902770545,23.601245552609086
AB3N014Vx,m/s,48001,0,6.875161842218748,15.098081280213906,23.8264059254874
AB3N015Vx,m/s,48001,0,6.146043876282048,14.91400076977735,22.65670841261499
AB3N016Vx,m/s,48001,0,3.941857661172551,14.753770215221047,22.74152987382272
AB3N017Vx,m/s,48001,0,2.041547521215066,14.663956012821407,23.72515139036559
AB3N018Vx,m/s,48001,0,0.5799632652043387,14.63008665637338,25.323009872770317
AB3N019Vx,m/s,48001,0,-0.3307039925166384,14.612676287217614,24.80968114090034
AB1N001Vy,m/s,48001,0,-7.48347446646176,1.9857054665681138,10.646791198238267
AB1N002Vy,m/s,48001,0,-5.674419569357156,3.649826736390733,11.738935049280958
AB1N003Vy,m/s,48001,0,-2.0027733506979057,7.05763201831836,14.828158139904133
AB1N004Vy,m/s,48001,0,1.420894530945951,10.450587564741804,19.266906593193394
AB1N005Vy,m/s,48001,0,4.8526807297913495,14.813005607086406,23.58803931247302
AB1N006Vy,m/s,48001,0,10.21048580916647,20.062800595625426,28.980083617409672
AB1N007Vy,m/s,48001,0,15.582849600852382,25.223097600591757,33.920485034132156
AB1N008Vy,m/s,48001,0,20.120481096468676,30.345386233902868,40.07203255827748
AB1N009Vy,m/s,48001,0,26.326326439308993,35.57672347332982,44.54041311671234
AB1N010Vy,m/s,48001,0,31.684335285205012,40.794427136842,48.559474986177065
AB1N011Vy,m/s,48001,0,37.32951160193889,45.973173491051874,54.94412107582224
AB1N012Vy,m/s,48001,0,41.89247229270677,51.185704418840054,59.47314735210443
AB1N013Vy,m/s,48001,0,46.57359800741131,56.29571341394832,65.39976581212723
AB1N014Vy,m/s,48001,0,51.97031344722206,61.374264202821315,72.14902714926313
AB1N015Vy,m/s,48001,0,55.99240714931022,66.49858476614524,75.23825553896305
AB1N016Vy,m/s,48001,0,59.83085060441585,70.75170893230232,79.96314868689277
AB1N017Vy,m/s,48001,0,61.78204546880467,74.15894236614746,84.25502929289496
AB1N018Vy,m/s,48001,0,65.66201018908822,77.52371063674973,86.66988126436611
AB1N019Vy,m/s,48001,0,68.25639388035788,79.20732902283419,88.92474538405439
AB2N001Vy,m/s,48001,0,-8.194116504565313,1.8796756515363464,11.24948988049242
AB2N002Vy,m/s,48001,0,-5.936292935708684,3.5443209112367517,13.093522033844303
AB2N003Vy,m/s,48001,0,-1.9702716978760133,7.068129716309933,16.70992880180563
AB2N004Vy,m/s,48001,0,0.536507363290438,10.473463488374941,19.26308876163202
AB2N005Vy,m/s,48001,0,5.7586549739294295,14.796633677719033,23.67058926188
AB2N006Vy,m/s,48001,0,10.812781034497707,19.981959802048063,29.8087677649399
AB2N007Vy,m/s,48001,0,14.310499855637552,25.223796863607188,34.045882615613834
AB2N008Vy,m/s,48001,0,19.948697170022143,30.407886570880848,41.050074432958255
AB2N009Vy,m/s,48001,0,26.557887256242246,35.60852798670933,43.047448553887605
AB2N010Vy,m/s,48001,0,31.90100534990518,40.7841577197036,49.91003810472332
AB2N011Vy,m/s,48001,0,36.520028576966794,45.97598427055004,55.26727902118367
AB2N012Vy,m/s,48001,0,42.56821207725553,51.199771659117246,59.40427699019661
AB2N013Vy,m/s,48001,0,47.32584269383064,56.2891070793206,65.9995803197822
AB2N014Vy,m/s,48001,0,51.33280566223195,61.374201534236335,70.78258298121678
AB2N015Vy,m/s,48001,0,53.54304231866717,66.50648171454897,75.3900878535949
AB2N016Vy,m/s,48001,0,58.21111974228151,70.77650208533882,79.82606557351357
AB2N017Vy,m/s,48001,0,63.29004911713917,74.13472900266204,84.0750233918732
AB2N018Vy,m/s,48001,0,67.70946250887195,77.519610925505,86.69281747473828
AB2N019Vy,m/s,48001,0,70.01121063634145,79.17013131711634,88.1033809781509
AB3N001Vy,m/s,48001,0,-6.595138929088273,1.83892116413658,11.548729348039194
AB3N002Vy,m/s,48001,0,-5.063080987492742,3.5779826333752225,13.259356342461261
AB3N003Vy,m/s,48001,0,-1.5385345829553387,7.121213768338448,15.495699668896048
