index,h_relative,near_knot,fd,min_side_relative_error,branch_change,status
380,0.001,0,0.19350484489910302,0.11036928045122497,0,1
381,0.001,0,0.094169842152264968,0.0003786716006909524,0,1
382,0.001,1,0.015231136388662546,0.0074359265805115779,0,1
383,0.001,0,0.078846122181025116,0.00020897988761006553,0,1
384,0.001,0,0.090178785421399191,0.00024075773558561707,0,1
385,0.001,0,0.03068772687849293,1.398628089113932e-05,0,1
386,0.001,0,0.02913692355932181,6.3375335253418636e-06,0,1
387,0.001,0,0.01530753018955567,3.6003850923059291e-08,0,1
388,0.001,0,0.082188074047378795,0.003735396626709134,0,1
389,0.001,0,0.029452084986634878,1.0463901289073879e-05,0,1
390,0.001,0,0.018154738453823597,1.1586541374799508e-08,0,1
391,0.001,0,0.11340645522554227,0.00094748089860095352,0,1
392,0.001,0,0.026375545976012483,1.01516658510664e-05,0,1
393,0.001,0,0.14853168012646803,0.036076951901781937,0,1
394,0.001,0,0.029025902352038533,1.0870586005011358e-05,0,1
395,0.001,0,7.7293634001162772,11.700472748632297,1,1
396,0.001,0,0.024923836938228139,2.4905900739982506e-06,0,1
397,0.001,0,0.027628463777628457,1.4069722821960908e-05,0,1
398,0.001,1,0.023224470568081017,0.0087159783621130818,0,1
399,0.001,0,0.027920043277481123,5.553618785641887e-06,0,1
400,0.001,0,0.07466024754400627,0.0012684544050106205,0,1
401,0.001,1,0.022019454583745005,0.054063405721460081,0,1
402,0.001,0,0.019352365208222359,3.9113338070587897e-08,0,1
403,0.001,0,0.028772354757918381,9.0438139410567421e-06,0,1
404,0.001,0,0.023810623358215995,1.619726187420138e-06,0,1
405,0.001,0,0.096467102740478011,0.0004991106859041735,0,1
406,0.001,0,0.090775497031201816,0.00030165191147763914,0,1
407,0.001,0,0.10844714237945979,0.00071582446490146487,0,1
408,0.001,0,0.028730321345721524,9.5846593143825373e-06,0,1
409,0.001,0,0.091792655233857628,0.00036672165570808562,0,1
410,0.001,0,0.077958490746497494,0.0011374279713166255,0,1
411,0.001,0,0.12871648738460906,0.016950474891177767,0,1
412,0.001,0,0.013020438638123154,6.2043662430607384e-08,0,1
413,0.001,0,0.012905502794737943,5.9570754809941347e-08,0,1
414,0.001,0,0.029924515476394777,1.2583955314841945e-05,0,1
415,0.001,0,0.049268408833851807,6.6647102493949805e-07,0,1
416,0.001,0,0.019120997161602808,4.1415053415969352e-07,0,1
417,0.001,0,0.058901930967912887,1.6326161323271235e-08,0,1
418,0.001,1,0.017437996542084014,0.010925731067424524,0,1
419,0.001,1,0.019496059388720354,0.055566301577957937,0,1
420,0.001,0,0.074799807033089569,0.00036912224663642124,0,1
421,0.001,0,0.027209573623236692,1.0638431193881536e-05,0,1
422,0.001,0,0.02525604229733713,1.1838919274960352e-05,0,1
423,0.001,0,0.025992644599500354,7.9452918977557373e-07,0,1
424,0.001,0,0.019496861590489304,1.2944133719468383e-07,0,1
425,0.001,0,0.056993102017494385,4.9534679597662493e-07,0,1
426,0.001,0,0.024880927734307452,1.0955982459367735e-05,0,1
427,0.001,0,0.020517825238161303,5.28103294345358e-08,0,1
428,0.001,0,0.089602906427215828,9.1177273345829077e-09,0,1
429,0.001,0,1.6092311806372632,9.2087811222542406,1,1
430,0.001,0,0.024276790949362227,5.6363155325711964e-06,0,1
