domain,n,method,timing_kind,median_ms,p05_ms,p95_ms,fp64_over_method_median,ci95_low,ci95_high
pv,8,adaptive_no_gradient_gate_v3,e2e,0.14833615720249999,0.147910401225,0.15228895843,0.9338435297790182,0.9282109214881105,0.936381887619552
pv,8,adaptive_no_gradient_gate_v3,kernel,0.145745024085,0.145639330149,0.145888447762,0.9300779506461307,0.9300027700457233,0.9301880866673085
pv,8,fp32,e2e,0.016415679827300002,0.0160812791437,0.019473278895,8.459793204991378,8.391372515616617,8.541380555548571
pv,8,fp32,kernel,0.0122987516224,0.0122969597578,0.0125248320401,11.014942848659082,11.014594963497942,11.016433044398628
pv,8,fp64,e2e,0.13883151859050002,0.137897923589,0.141354873776,1.0,1.0,1.0
pv,8,fp64,kernel,0.13547028601150002,0.135465234518,0.135700255632,1.0,1.0,1.0
pv,32,adaptive_frozen_v3,e2e,0.159433759749,0.15095487237,0.162402555346,0.923365654223785,0.9226890094846684,0.9236926478839542
pv,32,adaptive_frozen_v3,kernel,0.14567969739449999,0.145665228367,0.146046087146,0.9336511395727567,0.9333571236506084,0.9340502614127855
pv,32,adaptive_no_gradient_gate_v3,e2e,0.159476801753,0.150744631886,0.162401273847,0.9231683462776172,0.9226810478916012,0.9233868314704579
pv,32,adaptive_no_gradient_gate_v3,kernel,0.145721063018,0.145665109158,0.14604754746,0.9337591927242612,0.9334172245482464,0.9340852927870766
pv,32,fp32,e2e,0.0220660800114,0.0220003202558,0.0221270397305,6.669477068581484,6.664297867601688,6.674775058797122
pv,32,fp32,kernel,0.0122988158837,0.0122966403142,0.0124973766506,11.066720063735087,11.05903404421014,11.075213195772491
pv,32,fp64,e2e,0.1472091153265,0.140345603228,0.150265917182,1.0,1.0,1.0
pv,32,fp64,kernel,0.136149466038,0.135948225856,0.136389121413,1.0,1.0,1.0
pv,128,adaptive_frozen_v3,e2e,0.1717932745815,0.167411193252,0.174763828516,0.9281895120542516,0.9279393702562753,0.9283398566250939
pv,128,adaptive_frozen_v3,kernel,0.159475065768,0.159232228994,0.159615293145,0.9146051960408452,0.9141571192370581,0.9149830061070287
pv,128,adaptive_no_gradient_gate_v3,e2e,0.1717772856355,0.162664964795,0.174863040447,0.9281317133580518,0.9277518151928342,0.9282932686305727
pv,128,adaptive_no_gradient_gate_v3,kernel,0.159497216344,0.159237995744,0.159669861197,0.9147260135269017,0.9141568892387754,0.9152293042325178
pv,128,fp32,e2e,0.02221712004395,0.0221097581089,0.0223312005401,7.172660006570098,7.1577578677384,7.18588478297387
pv,128,fp32,kernel,0.0143355196342,0.014333056286,0.0145378233865,10.16741207154245,10.161532141817272,10.176289843524387
pv,128,fp64,e2e,0.1594503968955,0.150229752064,0.162414729595,1.0,1.0,1.0
pv,128,fp64,kernel,0.14584603160600002,0.145657464862,0.146048218012,1.0,1.0,1.0
pv,512,adaptive_frozen_v3,e2e,0.270442560315,0.270381420851,0.273989439011,0.9539246872253337,0.9537690368858782,0.9542162234599023
pv,512,adaptive_frozen_v3,kernel,0.2630029767755,0.262761056423,0.263284116983,0.9369790782013174,0.9366707313999612,0.937301598438054
pv,512,adaptive_no_gradient_gate_v3,e2e,0.270604968071,0.270334720612,0.27359136939,0.9539179406185501,0.9532829149215887,0.9542220262863106
pv,512,adaptive_no_gradient_gate_v3,kernel,0.262991189957,0.262735813856,0.263127982616,0.9370882648682741,0.936854364337722,0.9372511259646215
pv,512,fp32,e2e,0.027328959666199998,0.0241209603846,0.0333929620683,9.473269159620125,7.777669894372222,10.639682628936786
pv,512,fp32,kernel,0.01843016035855,0.018426368013,0.0186590403318,13.366498032796983,13.360203378305968,13.370651010205023
pv,512,fp64,e2e,0.257999047637,0.257928013802,0.261483848095,1.0,1.0,1.0
pv,512,fp64,kernel,0.2463807836175,0.246210902929,0.246601879597,1.0,1.0,1.0
pv,2048,adaptive_frozen_v3,e2e,0.281884804368,0.279648005962,0.283881604671,0.9243751575262031,0.92283670469986,0.9255734812007762
pv,2048,adaptive_frozen_v3,kernel,0.2643323242665,0.264268159866,0.266641914845,0.9360062946447603,0.9358831389852119,0.9362703141337629
pv,2048,adaptive_no_gradient_gate_v3,e2e,0.2813568115235,0.279888004065,0.282512009144,0.9264454600743655,0.924965391803947,0.9284160265329104
pv,2048,adaptive_no_gradient_gate_v3,kernel,0.26432913541799996,0.264273613691,0.266651839018,0.9360799108821327,0.935845759844659,0.9362465282162791
pv,2048,fp32,e2e,0.0306031983346,0.0304127987474,0.0361439995468,8.525806462951216,8.365650744426635,8.547554838052122
pv,2048,fp32,kernel,0.0184470396489,0.0184380803257,0.018467521295,13.411576482913501,13.408141290075575,13.421083600019589
pv,2048,fp64,e2e,0.260139197111,0.259958416224,0.262841612101,1.0,1.0,1.0
pv,2048,fp64,kernel,0.247409924865,0.247338563204,0.249685436487,1.0,1.0,1.0
pv,8192,adaptive_frozen_v3,e2e,0.3134000003335,0.312240004539,0.314556777477,0.9552353572551313,0.9527390265144562,0.9568317706085849
pv,8192,adaptive_frozen_v3,kernel,0.2724025547505,0.27230399847,0.274701446295,0.948064359194113,0.9478886410688518,0.9484021250719048
pv,8192,adaptive_no_gradient_gate_v3,e2e,0.31301599740999997,0.311523199081,0.314569592476,0.9569205752421571,0.9543839451303324,0.9584972811643144
pv,8192,adaptive_no_gradient_gate_v3,kernel,0.27240623533749997,0.27230784297,0.274727702141,0.9479262212117928,0.947638478577552,0.9482517079703237
pv,8192,fp32,e2e,0.058144001290200004,0.0569791980088,0.0597184002399,5.155792779958255,5.099615345218119,5.187723655548249
pv,8192,fp32,kernel,0.0184460803866,0.0184377599508,0.0184684805572,13.999479386983033,13.997666945731329,14.008434415974245
pv,8192,fp64,e2e,0.299393609166,0.29718080163,0.300966411829,1.0,1.0,1.0
pv,8192,fp64,kernel,0.258248329163,0.25811457634,0.260553598404,1.0,1.0,1.0
pv,32768,adaptive_frozen_v3,e2e,0.3986399918795,0.393792003393,0.409312009811,0.9597989227311566,0.9546046829113384,0.9649423483015975
pv,32768,adaptive_frozen_v3,kernel,0.2765536010265,0.276195198298,0.276889622211,0.9402450675444451,0.9396299213691468,0.9407208193013207
pv,32768,adaptive_no_gradient_gate_v3,e2e,0.399712011218,0.394048005342,0.407135993242,0.959822304028275,0.9553654995859001,0.9619974822843391
pv,32768,adaptive_no_gradient_gate_v3,kernel,0.276755183935,0.276579201221,0.277024000883,0.9394397595789399,0.9385756246635297,0.9399434095124777
pv,32768,fp32,e2e,0.14224000275100002,0.13564799726,0.153088003397,2.704469054244644,2.6535162679190525,2.7340022494598544
pv,32768,fp32,kernel,0.0185183994472,0.0184448007494,0.0186112001538,14.038881419415187,14.021410846420274,14.053219022832875
pv,32768,fp64,e2e,0.383200004697,0.377088010311,0.387679994106,1.0,1.0,1.0
pv,32768,fp64,kernel,0.25999841094,0.259548813105,0.260313600302,1.0,1.0,1.0
pv,131072,adaptive_frozen_v3,e2e,1.4773920178450002,1.46499204636,1.48675203323,0.9691708676694787,0.9674832774795624,0.9706513134994805
pv,131072,adaptive_frozen_v3,kernel,1.015280008315,1.01139199734,1.01721596718,0.9536014949735103,0.952747329404567,0.9555610016935567
pv,131072,adaptive_no_gradient_gate_v3,e2e,1.477663993835,1.46566402912,1.48748803139,0.9669316338386422,0.9629628989087073,0.9694411551114609
pv,131072,adaptive_no_gradient_gate_v3,kernel,1.0157600045200001,1.01177597046,1.01827204227,0.9535569579723326,0.9526612618916708,0.9548421091562279
pv,131072,fp32,e2e,0.515567988157,0.504960000515,0.522400021553,2.7807115740555326,2.7571823069811474,2.7960639372491345
pv,131072,fp32,kernel,0.053759999573200004,0.0531519986689,0.0542719997466,18.011696231510474,17.89450760462085,18.168217500287984
pv,131072,fp64,e2e,1.429744005205,1.41647994518,1.44118404388,1.0,1.0,1.0
pv,131072,fp64,kernel,0.968160003424,0.966911971569,0.970143973827,1.0,1.0,1.0
pv,524288,adaptive_frozen_v3,e2e,5.066959857940001,5.02083206177,5.13984012604,0.9689786541508043,0.9672460829780012,0.9726435734205232
pv,524288,adaptive_frozen_v3,kernel,3.242239952085,3.23548793793,3.24710392952,0.9498267392075528,0.9491896266498808,0.9504433859565675
pv,524288,adaptive_no_gradient_gate_v3,e2e,5.067552089695,5.01679992676,5.11107206345,0.971513827565293,0.9676219141777833,0.976664726958366
pv,524288,adaptive_no_gradient_gate_v3,kernel,3.2438400983799998,3.23555207253,3.24947190285,0.9489649327339271,0.9484037927128286,0.9501720058172036
pv,524288,fp32,e2e,2.00011193752,1.93887996674,2.04867196083,2.474911240726441,2.4508284817679007,2.4968974512915887
pv,524288,fp32,kernel,0.16654399782450002,0.165151998401,0.167935997248,18.517534665873633,18.47350247143516,18.546122427446413
pv,524288,fp64,e2e,4.936687946319999,4.85584020615,4.98515176773,1.0,1.0,1.0
pv,524288,fp64,kernel,3.079792022705,3.0745279789,3.0836160183,1.0,1.0,1.0
pv,2097152,adaptive_frozen_v3,e2e,19.33220767975,19.2768630981,19.8179836273,0.9681888810163377,0.966632390485409,0.9697686010760237
pv,2097152,adaptive_frozen_v3,kernel,12.2063999176,12.1975040436,12.5392961502,0.950051027397429,0.9497758900526916,0.9502969868584217
pv,2097152,adaptive_no_gradient_gate_v3,e2e,19.3511199951,19.2705287933,19.9383678436,0.9686273752881658,0.9662233055830983,0.9693161712073288
pv,2097152,adaptive_no_gradient_gate_v3,kernel,12.208992004399999,12.2008323669,12.5371522903,0.9497101385254394,0.9495070674487205,0.9499560101967988
pv,2097152,fp32,e2e,7.736303806305,7.68905591965,7.86947202682,2.423001775791378,2.4086163904351947,2.4268705297132662
pv,2097152,fp32,kernel,0.619647979736,0.618143975735,0.62105602026,18.72700055490826,18.68921844919138,18.745719796972956
pv,2097152,fp64,e2e,18.72724723815,18.662399292,18.9188156128,1.0,1.0,1.0
pv,2097152,fp64,kernel,11.59700775145,11.5878076553,11.9485759735,1.0,1.0,1.0
pv,8388608,adaptive_frozen_v3,e2e,76.54164886475,76.2919387817,76.9769897461,0.9692181955629313,0.9682746924158896,0.9695306109930857
pv,8388608,adaptive_frozen_v3,kernel,48.08281707765,48.0583343506,48.4129905701,0.9501816820128038,0.9499877349507204,0.9507113653937969
pv,8388608,adaptive_no_gradient_gate_v3,e2e,76.53502655029999,76.2940139771,77.0987854004,0.9686297255995147,0.9649825304673907,0.9737236572293047
pv,8388608,adaptive_no_gradient_gate_v3,kernel,48.2097606659,48.0703353882,48.4316482544,0.949908747830468,0.9481041203134332,0.9506644685125842
pv,8388608,fp32,e2e,30.75916862485,30.6723518372,30.9365119934,2.409988900054663,2.404713629752254,2.4226010873855297
pv,8388608,fp32,kernel,2.42467200756,2.42294406891,2.42783999443,18.84929040799772,18.83897742142505,18.973746609166508
pv,8388608,fp64,e2e,74.17124938965,73.9021759033,74.6231002808,1.0,1.0,1.0
pv,8388608,fp64,kernel,45.677696228049996,45.6627197266,46.0317420959,1.0,1.0,1.0
pv,16777216,adaptive_frozen_v3,e2e,153.2050857545,152.990081787,153.503173828,0.9691042124250695,0.9687082752598142,0.9696804942153687
pv,16777216,adaptive_frozen_v3,kernel,96.42811203004999,96.3996124268,96.6472320557,0.9501335646811805,0.9497462761979127,0.9503996657661524
pv,16777216,adaptive_no_gradient_gate_v3,e2e,153.21987152100002,152.822555542,153.522842407,0.9688958087987489,0.9687025189546684,0.9691269512254488
pv,16777216,adaptive_no_gradient_gate_v3,kernel,96.40550613405,96.3819503784,96.5464324951,0.9504251209014691,0.950309410167721,0.9505327558839738
pv,16777216,fp32,e2e,61.5115032196,61.3521270752,61.6656951904,2.4148533037666513,2.4128491178537406,2.417058474592942
pv,16777216,fp32,kernel,4.84155201912,4.83945608139,4.84684801102,18.925337175123246,18.918150403334856,18.928051027117426
pv,16777216,fp64,e2e,148.5332489015,148.036987305,148.929092407,1.0,1.0,1.0
pv,16777216,fp64,kernel,91.6280479431,91.2754211426,91.6558685303,1.0,1.0,1.0
