effective_irradiance_W_m2,cell_temperature_C,V,I,P
200,10,20.31780816712027,0.9991912613494519,20.30137637036109
200,10,20.64551475046092,0.999019406820048,20.62526989950002
200,10,20.97322133380156,0.9988475465658121,20.94905067284944
200,10,21.30092791714221,0.9986756797865225,21.27271866773572
200,10,21.62863450048286,0.9985038055701024,21.59627385801695
200,10,21.95634108382351,0.9983319228769837,21.91971621355644
200,10,22.28404766716416,0.9981600305222869,22.24304569961668
200,10,22.61175425050481,0.9979881271555098,22.56626227616194
200,10,22.93946083384546,0.9978162112373756,22.88936589705585
200,10,23.26716741718611,0.9976442810134474,23.21235650913815
200,10,23.59487400052676,0.9974723344840515,23.53523405116248
200,10,23.92258058386741,0.9973003693699993,23.85799845257455
200,10,24.25028716720806,0.9971283830735166,24.18064963210662
200,10,24.57799375054871,0.9969563726337114,24.50318749616107
200,10,24.90570033388936,0.996784334675818,24.8256119369512
200,10,25.23340691723001,0.996612265353345,25.14792283036336
200,10,25.56111350057066,0.99644016028214,25.4701200334986
200,10,25.88882008391131,0.9962680144652329,25.79220338184596
200,10,26.21652666725196,0.9960958222071802,26.1141726860328
200,10,26.5442332505926,0.9959235770164311,26.43602772808867
200,10,26.87193983393325,0.9957512714940505,26.75776825715066
200,10,27.1996464172739,0.9955788972068874,27.07939398452682
200,10,27.52735300061455,0.9954064445430143,27.40090457802221
200,10,27.8550595839552,0.9952339025469623,27.7222996554179
200,10,28.18276616729585,0.9950612587319267,28.04357877697697
200,10,28.5104727506365,0.9948884988657242,28.36474143683288
200,10,28.83817933397715,0.9947156067268333,28.68578705309431
200,10,29.1658859173178,0.994542563826338,29.00671495647573
200,10,29.49359250065845,0.994369349091008,29.32752437723518
200,10,29.8212990839991,0.9941959385020865,29.6482144301679
200,10,30.14900566733975,0.9940223046835934,29.96878409736778
200,10,30.4767122506804,0.9938484164330931,30.28923220842576
200,10,30.80441883402105,0.9936742381868817,30.6095574176855
200,10,31.1321254173617,0.9934997294104373,30.92975817812065
200,10,31.45983200070235,0.9933248439036859,31.24983271133384
200,10,31.78753858404299,0.9931495290091865,31.56977897310365
200,10,32.11524516738365,0.9929737247096679,31.8895946138211
200,10,32.4429517507243,0.9927973625994683,32.20927693306088
200,10,32.77065833406495,0.9926203647122606,32.52882282742043
200,10,33.0983649174056,0.9924426421849945,32.84822873063314
200,10,33.42607150074625,0.992264093735185,33.16749054481547
200,10,33.7537780840869,0.9920846039254887,33.48660356154019
200,10,34.08148466742755,0.9919040411858703,33.80556237123566
200,10,34.4091912507682,0.9917222555595314,34.12436075919113
200,10,34.73689783410885,0.991539076134053,34.44299158619527
200,10,35.06460441744949,0.9913543081138355,34.76144665154597
200,10,35.39231100079014,0.9911677294838145,35.07971653583819
200,10,35.72001758413079,0.9909790872074603,35.39779042055636
200,10,36.04772416747144,0.9907880928941588,35.7156558810637
200,10,36.37543075081209,0.9905944178620461,36.03329864908186
200,10,36.70313733415274,0.9903976875121157,36.35070234018447
200,10,37.03084391749339,0.9901974749177426,36.66784814117499
200,10,37.35855050083403,0.989993293520496,36.98471445147246
200,10,37.68625708417468,0.9897845888080194,37.30127647177315
200,10,38.01396366751533,0.9895707288326014,37.61750573227918
200,10,38.34167025085598,0.9893509934095709,37.93336955166656
200,10,38.66937683419663,0.9891245618125241,38.24883041668812
200,10,38.99708341753728,0.98889049875726,38.56384527084692
200,10,39.32479000087793,0.9886477384378114,38.87836469890983
200,10,39.65249658421858,0.9883950663456574,39.19233199212968
200,10,39.98020316755923,0.9881310985666151,39.50568207687677
200,10,40.30790975089988,0.9878542582085009,39.81834028691041
200,10,40.63561633424053,0.9875627485658601,40.13022095671034
200,10,40.96332291758118,0.9872545225752001,40.44122581009036
200,10,41.29102950092183,0.9869272480545961,40.75124211468592
200,10,41.61873608426248,0.9865782681544504,41.06014056878881
