e,M_rad,E_rad,residual,condition_dE_dM,x_over_a,y_over_a
0.99999999524205574,1.1615972836802595,2.0492877993051466,2.2204460492503131e-16,0.68472487366807133,-1.4604405896417614,8.6593691616427976e-05
0.99999999524205574,1.1879972219457202,2.0672665664207672,4.4408920985006262e-16,0.67735767377949063,-1.476324897498434,8.5772211286557523e-05
0.99999999524205574,1.2143971602111805,2.085054844809477,2.2204460492503131e-16,0.67029097241408797,-1.4918894025649454,8.4932148892573285e-05
0.99999999524205574,1.240797098476641,2.1026603437701237,0,0.66350803814009707,-1.5071407442888125,8.4074256472077688e-05
0.99999999524205574,1.2671970367421015,2.1200903482373321,2.2204460492503131e-16,0.65699343166784918,-1.5220852299351906,8.3199244666190764e-05
0.99999999524205574,1.2935969750075618,2.1373517512323073,2.2204460492503131e-16,0.65073288247582084,-1.5367288567944766,8.2307785885107421e-05
0.99999999524205574,1.3199969132730225,2.1544510832463164,2.2204460492503131e-16,0.64471317947834017,-1.5510773324535734,8.1400517174438501e-05
0.99999999524205574,1.3463968515384828,2.171394538902566,0,0.63892207389296174,-1.5651360933345408,8.0478042816061824e-05
0.99999999524205574,1.3727967898039433,2.1881880011972945,0,0.63334819273805665,-1.5789103216793396,7.9540936692826291e-05
0.99999999524205574,1.3991967280694038,2.2048370635825396,0,0.62798096161897965,-1.5924049611377966,7.858974444271303e-05
0.99999999524205574,1.425596666334864,2.2213470501202321,2.2204460492503131e-16,0.62281053565231526,-1.6056247310973555,7.7624985424855499e-05
0.99999999524205574,1.4519966046003245,2.2377230339090719,2.2204460492503131e-16,0.61782773753861753,-1.6185741398770706,7.6647154517070512e-05
0.99999999524205574,1.478396542865785,2.253969853961364,2.2204460492503131e-16,0.61302400192999074,-1.6312574968943536,7.5656723762183685e-05
0.99999999524205574,1.5047964811312453,2.2700921306860162,0,0.6083913253540616,-1.6436789239008245,7.4654143878386859e-05
0.99999999524205574,1.531196419396706,2.2860942801157353,2.2204460492503131e-16,0.6039222210538201,-1.6558423653730239,7.363984564709272e-05
0.99999999524205574,1.5575963576621663,2.301980527000675,0,0.5996096781863165,-1.6677515981344713,7.2614241190212557e-05
0.99999999524205574,1.5839962959276266,2.3177549168770573,2.2204460492503131e-16,0.59544712489459661,-1.679410240277424,7.1577725147443363e-05
0.99999999524205574,1.6103962341930873,2.3334213272072928,0,0.59142839482849874,-1.6908217594455464,7.0530675762979785e-05
0.99999999524205574,1.6367961724585476,2.3489834776776344,2.2204460492503131e-16,0.58754769674257357,-1.7019894805324087,6.9473455890044482e-05
0.99999999524205574,1.6631961107240083,2.364444939730201,4.4408920985006262e-16,0.58379958684477506,-1.7129165928451742,6.8406413920731317e-05
0.99999999524205574,1.6895960489894686,2.3798091453981201,2.2204460492503131e-16,0.5801789436087933,-1.7236061567779206,6.7329884647868583e-05
0.99999999524205574,1.7159959872549289,2.3950793955054213,0,0.57668094479686971,-1.7340611100346881,6.6244190064913391e-05
0.99999999524205574,1.7423959255203896,2.4102588672870175,2.2204460492503131e-16,0.57330104646944957,-1.7442842734384647,6.5149640109276859e-05
0.99999999524205574,1.7687958637858499,2.4253506214785689,2.2204460492503131e-16,0.57003496378369256,-1.7542783563588893,6.404653335393593e-05
0.99999999524205574,1.7951958020513106,2.4403576089210857,2.2204460492503131e-16,0.56687865340526666,-1.7640459617883708,6.2935157651708602e-05
0.99999999524205574,1.8215957403167709,2.4552826767207629,4.4408920985006262e-16,0.56382829737742379,-1.7735895910935844,6.1815790736142272e-05
0.99999999524205574,1.8479956785822311,2.4701285740006522,2.2204460492503131e-16,0.56088028830850134,-1.7829116484668459,6.0688700782585877e-05
0.99999999524205574,1.8743956168476918,2.4848979572773104,4.4408920985006262e-16,0.5580312157540458,-1.7920144450996718,5.9554146932678731e-05
0.99999999524205574,1.9007955551131521,2.4995933954924743,2.2204460492503131e-16,0.55527785368298588,-1.8009002030988488,5.8412379785187751e-05
0.99999999524205574,1.9271954933786124,2.5142173747270555,4.4408920985006262e-16,0.55261714892894442,-1.8095710591635679,5.726364185585465e-05
0.99999999524205574,1.9535954316440731,2.5287723026222695,2.2204460492503131e-16,0.55004621053806368,-1.8180290680405751,5.6108168008674287e-05
0.99999999524205574,1.9799953699095334,2.543260512530491,2.2204460492503131e-16,0.54756229993382932,-1.8262762057728379,5.4946185860809076e-05
0.99999999524205574,2.0063953081749939,2.5576842674164633,4.4408920985006262e-16,0.54516282182742493,-1.8343143727559479,5.3777916163148564e-05
0.99999999524205574,2.0327952464404544,2.5720457635276568,4.4408920985006262e-16,0.54284531580931372,-1.8421453966152683,5.2603573158351466e-05
0.99999999524205574,2.0591951847059149,2.586347133851,4.4408920985006262e-16,0.54060744856409204,-1.8497710349157876,5.1423364918047588e-05
