inlet_temperature_K,residence_time_s,steady_temperature_K,heat_release_rate_W_m3,X_CH4,X_CO,X_CO2,X_H2O
325,0.00595179394616397,1465.835907885124,54132640.22051387,0.000205193127064619,0.002832484774533458,0.04671947928463858,0.09828889613148152
325,0.00540000753963769,1463.395010708912,59613424.90132309,0.0002209296866411391,0.003047269336434403,0.04647934477342498,0.09820520225734639
325,0.004899376841991999,1460.764499874478,65644664.81379588,0.0002381837451008538,0.003280040184828731,0.04621896771755617,0.09811563300178935
325,0.004445159245362464,1457.924948245656,72280668.28025283,0.0002571678528465295,0.003532693976885036,0.04593616327973191,0.09801956374890412
325,0.004033051825545544,1454.853686286122,79580850.4990807,0.0002781397525021244,0.003807432884700353,0.04562838313088704,0.09791625149676905
325,0.003659150579252181,1451.523880759597,87610131.0450847,0.0003014163061970606,0.004106846494426466,0.04529261594650438,0.09780479824106977
325,0.003319913440445412,1447.903220787797,96439324.81033021,0.0003273933874054579,0.004434027454034294,0.04492524661200532,0.09768409833717763
325,0.003012126725405938,1443.951981464438,106145500.4989582,0.0003565751994913219,0.004792740398110639,0.04452185021970588,0.09755276043383368
325,0.002732874688650746,1439.62005636625,116812259.4753448,0.0003896191587742512,0.005187678834309066,0.0440768783845138,0.09740898726239697
325,0.002479511901300032,1434.842188255212,128529845.6695406,0.000427407882830751,0.005624875339643694,0.04358315787310956,0.09725038178092192
325,0.002249638190225193,1429.529834780123,141394907.5771461,0.0004711716239884458,0.006112397496388094,0.0430310394479341,0.09707361582872585
325,0.002041075900569873,1423.55619027534,155509522.7655644,0.0005227129495877884,0.006661624051169992,0.0424068365362214,0.09687381929376428
325,0.001851849266245829,1416.725604926443,170978531.5749552,0.0005848637563240911,0.007289842073032871,0.04168964729744209,0.09664333245122521
325,0.001680165692974834,1408.701151615382,187902416.1593046,0.0006625635734994214,0.008026383080747055,0.04084384640571213,0.09636875077275513
325,0.001524398776565902,1398.787019132557,206355219.10698,0.0007660867398361909,0.008931018154938113,0.03979657796231136,0.09602204793991866
325,0.001383072895555441,1384.870176897946,226279603.763641,0.0009266798656960108,0.01018322798866502,0.03832853156377924,0.09551739854815725
325,0.001254849232252331,324.999999999997,-6.72732909086541e-14,0.0499001996007984,1.557309841913946e-26,-1.909512699228827e-27,-1.366926413504406e-23
325,0.001138513089761537,325,-1.35119945196203e-22,0.0499001996007984,1.224573723934834e-32,-7.502703540000436e-37,1.749774964070066e-32
325,0.001032962384837093,325,9.542703385864645e-25,0.0499001996007984,6.032863562188141e-33,-2.865961875774898e-40,-4.705135383072912e-35
325,0.0009371972075541283,325.0000000000001,8.323592257215929e-24,0.0499001996007984,9.351035384504492e-34,-3.143423921700084e-43,2.131770522449728e-34
325,0.0008503103488959835,325,4.389602760847091e-22,0.0499001996007984,2.111896854605332e-32,-2.651195131105391e-47,4.481867000049709e-33
325,0.0007714787065217011,325,-1.355259658506769e-23,0.0499001996007984,-1.819195865570616e-34,9.080882811860032e-44,2.603414004775345e-36
325,0.0006999554872984427,324.9999999999999,-3.940012428993128e-23,0.0499001996007984,9.704762525935745e-34,-3.1580910653621e-43,-1.279436329040199e-35
325,0.0006350631327313489,325,-7.489481460179241e-24,0.0499001996007984,9.704762525693713e-34,1.106636602814401e-34,5.058875059327511e-32
325,0.0005761869002715535,325,2.051733694427673e-23,0.0499001996007984,9.331656469738698e-34,-5.58820724586633e-44,-4.41589391508053e-36
325,0.0005227690396963793,325,-6.904114948149258e-24,0.0499001996007984,-8.580473604300769e-35,1.211432062255189e-35,-1.382387971282933e-34
325,0.0004743035093930039,325,-8.370217542818712e-24,0.0499001996007984,-2.68663334801407e-34,3.875532165335929e-44,-7.213472895375773e-37
325,0.0004303311824915584,325,-9.999153566425369e-24,0.0499001996007984,-4.739119167190405e-35,-2.063237082771571e-44,-1.851634436892315e-36
325,0.0003904354974340707,325.0000000000001,-3.867555250701014e-23,0.0499001996007984,-4.758801002683709e-34,-5.229642012274086e-32,-4.734778191591058e-34
