T_K,P_Pa,Z_liq_coolprop,Z_liq_cubic_root,Z_vap_coolprop,Z_vap_cubic_root,liquid_absolute_error,vapor_absolute_error
339.57763081761,2423383.806652703,0.0942712115050167,0.09427127322955894,0.6364918895900413,0.6364990258924393,6.172454224129265e-08,7.136302398014216e-06
340.6012257861635,2473335.83914732,0.09679807761567556,0.09679816403055717,0.630398918192703,0.6304080395717185,8.641488161154065e-08,9.121379015541997e-06
341.624820754717,2524040.207410604,0.09940759479428639,0.09940771258875997,0.6241986786777474,0.6242100188380637,1.1779447357807e-07,1.134016031634211e-05
342.6484157232704,2575504.214044474,0.102104382166231,0.1021045395974122,0.6178865203012585,0.6179003286423823,1.574311812579943e-07,1.380834112385543e-05
343.6720106918239,2627735.208645848,0.1048934980851195,0.1048937053436392,0.61145734974416,0.6114738929353319,2.07258519721587e-07,1.654319117194714e-05
344.6956056603774,2680740.588653709,0.1077805007533829,0.1077807704215927,0.604905570044482,0.6049251339087625,2.696682098457526e-07,1.956386428048074e-05
345.7192006289308,2734527.80022504,0.1107715200270961,0.1107718676564741,0.598225008241383,0.598247900021383,3.476293780613204e-07,2.289177999992287e-05
346.7427955974842,2789104.339142389,0.1138733430359481,0.1138737878792083,0.5914088290689514,0.5914353801670125,4.448432602000008e-07,2.655109806104505e-05
347.7663905660378,2844477.568781004,0.1170940754271278,0.1170940770196357,0.5844799629773074,0.5844800489926754,1.592507847814062e-09,8.601536793939601e-08
348.7899855345912,2900655.39243499,0.1204411804300018,0.1204411827692977,0.5773732515176869,0.5773733656685726,2.339295937514585e-09,1.141508856328244e-07
349.8135805031446,2957645.321549072,0.1239245729160052,0.1239245763272704,0.5701057154623277,0.5701058655723684,3.411265186992196e-09,1.501100407308442e-07
350.8371754716981,3015455.056231111,0.127554954211712,0.1275549591594964,0.5626666254749673,0.5626668214196235,4.94778443216326e-09,1.959446562782574e-07
351.8607704402516,3074092.350433875,0.1313444851244128,0.1313444922749902,0.5550437904974413,0.5550440447926319,7.150577352454945e-09,2.542951905715185e-07
352.884365408805,3133565.012928963,0.1353070802846607,0.1353070905989283,0.5472232631420327,0.5472235917375887,1.031426752340359e-08,3.285955559872988e-07
353.9079603773585,3193880.908303238,0.1394587835123633,0.1394587983861743,0.539188963956046,0.5391893873212328,1.487381104392504e-08,4.233651867968646e-07
354.931555345912,3255047.957978289,0.1438182532679332,0.1438182747474591,0.5309221954415764,0.5309227400748382,2.147952582465251e-08,5.446332618230798e-07
355.9551503144654,3317074.141253208,0.1484074004394749,0.1484074315577202,0.5224010034888826,0.5224017040560085,3.111824534163254e-08,7.005671258664137e-07
356.9787452830188,3379967.496371154,0.1532522413381939,0.1532522866517585,0.5135993231999697,0.5136002256232577,4.531356456727309e-08,9.024232879850658e-07
358.0023402515723,3443736.121610188,0.1583840619630563,0.1583841284286237,0.5044858127813969,0.5044869788019872,6.646556743872267e-08,1.166020590304129e-06
359.0259352201258,3508388.17639808,0.1638410448107557,0.1638411432552789,0.4950222237704573,0.4950237378518837,9.844452319995867e-08,1.514081426401415e-06
360.0495301886792,3573931.882451619,0.1696706049472551,0.1696707526105771,0.48516106004173,0.4851630400951408,1.476633220143242e-07,1.980053410788329e-06
361.0731251572327,3640375.524939163,0.1759328545659862,0.1759330796537476,0.4748421048025451,0.4748447193231332,2.250877613740876e-07,2.614520588084535e-06
362.0967201257862,3707727.453665191,0.1827059440390684,0.182706294198143,0.4639870645884253,0.4639905608043203,3.501590746524119e-07,3.496215895015808e-06
363.1203150943396,3775996.084273643,0.1900946955039051,0.1900952542661749,0.4524909086267594,0.452495659725959,5.58762269814439e-07,4.751099199507003e-06
364.1439100628931,3845189.899466834,0.1982454141724952,0.1982463340575936,0.4402070094583207,0.4402135932579898,9.198850984548645e-07,6.583799669113155e-06
365.1675050314466,3915317.450258197,0.2073733370046332,0.2073749062285196,0.4269196257338657,0.4269289383817604,1.569223886416227e-06,9.312647894721415e-06
366.1911,3986387.357488044,0.2178191362378599,0.2178218822066761,0.4122874924384312,0.4123007317087524,2.745968816192379e-06,1.323927032120809e-05
