method,index,near_knot,multi_root,root_abs,residual,status,path
fp32,365,0,0,8.3381225302048279e-07,1.5932170004395729e-06,1,0
fp32,366,0,0,1.1763018608057507e-06,1.5243306165228523e-06,1,0
fp32,367,0,0,4.9599325091520541e-07,6.2897136027014592e-07,1,0
fp32,368,0,0,1.7464609305406498e-06,1.626690369448154e-06,1,0
fp32,369,1,0,5.5259991249556606e-07,5.2913500099030725e-07,1,0
fp32,370,1,0,7.6440818119749565e-08,1.0125088859291632e-07,1,0
fp32,371,0,0,1.163428022810109e-06,1.7057067606129905e-06,1,0
fp32,372,0,0,1.2570615379736694e-06,9.9364102108788766e-07,1,0
fp32,373,1,0,6.6558993383480924e-07,5.7388752927085106e-07,1,0
fp32,374,0,1,9.7085992578627156e-08,4.6381815718791321e-08,1,0
fp32,375,0,0,4.3540731597957461e-07,4.7012677099505696e-07,1,0
fp32,376,0,0,1.0544148842939194e-06,1.2773384289253781e-06,1,0
fp32,377,1,0,1.3319350422591469e-07,1.636012874335299e-07,1,0
fp32,378,0,1,4.9629554688124244e-08,2.3741169661648654e-08,1,0
fp32,379,0,1,2.4709542398859696e-06,3.4222859053780418e-07,1,0
fp32,380,0,1,1.3695556444481838e-05,1.0781960816779988e-06,1,0
fp32,381,0,1,8.0866388785238996e-07,1.2537817819030843e-07,1,0
fp32,382,1,0,6.2758589436384682e-07,8.3504567151294433e-07,1,0
fp32,383,0,1,1.0400580993774611e-05,1.8235212225843131e-06,1,0
fp32,384,0,1,1.0917222733386467e-05,1.8601224440733832e-06,1,0
fp32,385,0,1,3.5526740109759203e-06,1.648305039243859e-06,1,0
fp32,386,0,1,1.3620897290067546e-06,7.0304977818989274e-07,1,0
fp32,387,0,0,9.4938259387333801e-07,1.3630711021887832e-06,1,0
fp32,388,0,1,7.7941039440254656e-06,1.1701097444623309e-06,1,0
fp32,389,0,1,3.5402191462807764e-06,1.7214371612149214e-06,1,0
fp32,390,0,0,1.8771085930069376e-07,1.8366904519882506e-07,1,0
fp32,391,0,1,6.0586536352325027e-06,7.7262734986362359e-07,1,0
fp32,392,0,1,3.2477819660314822e-06,1.5871091208702656e-06,1,0
fp32,393,0,1,1.0651511289871962e-05,9.1407821636134714e-07,1,0
fp32,394,0,1,1.7091496129495454e-06,8.5467063537084155e-07,1,0
fp32,395,0,1,4.8743976923226739e-05,1.1622131918678869e-06,1,0
fp32,396,0,1,5.7196843261664299e-07,3.9499712201005636e-07,1,0
fp32,397,0,1,6.418910523109389e-07,2.9754925699757634e-07,1,0
fp32,398,1,0,2.6990592516540346e-07,3.4410203955166732e-07,1,0
fp32,399,0,1,3.6654624944176817e-06,1.9270657872372139e-06,1,0
fp32,400,0,1,7.200542371244012e-06,1.3292041887025169e-06,1,0
fp32,401,1,0,1.4648947210815777e-06,9.7207380605649565e-07,1,0
fp32,402,0,0,1.7752909848844922e-06,1.8079020413009933e-06,1,0
fp32,403,0,1,3.9551315778041385e-07,1.9692019981870208e-07,1,0
fp32,404,0,0,1.9039389864694556e-06,1.1012941775375412e-06,1,0
fp32,405,0,1,4.0456845442626843e-06,5.929998663847983e-07,1,0
fp32,406,0,1,5.4641159450419252e-06,8.8883722117129176e-07,1,0
fp32,407,0,1,1.5109070918839507e-05,2.0455379098126099e-06,1,0
fp32,408,0,1,1.5386404115247387e-06,7.5897845652357748e-07,1,0
fp32,409,0,1,3.9597182666106789e-06,6.1803486748743348e-07,1,0
fp32,410,0,1,7.3956218975546051e-06,1.3351728731906763e-06,1,0
fp32,411,0,1,6.3574093189799896e-07,7.0567472340303789e-08,1,0
fp32,412,0,0,1.4185417693823865e-06,1.9749588431451218e-06,1,0
fp32,413,0,0,3.7668462571360806e-08,5.2871306830248985e-08,1,0
fp32,414,0,1,1.8136750079555952e-06,8.5624063598643294e-07,1,0
fp32,415,0,0,5.0170144483274726e-07,5.3609831213163872e-07,1,0
fp32,416,0,0,1.2970171248127826e-07,9.6387361203436337e-08,1,0
fp32,417,0,0,2.2907955532502911e-09,3.1956637548838278e-09,1,0
fp32,418,1,0,1.1266295705247842e-06,1.6933706919702723e-06,1,0
fp32,419,1,0,1.3844324939782382e-06,9.1355715812764061e-07,1,0
fp32,420,0,1,7.391331541928281e-06,1.1519088650441948e-06,1,0
fp32,421,0,1,3.0171729537009639e-06,1.4632766643268489e-06,1,0
fp32,422,0,1,1.1147343847994762e-07,5.3365329265482292e-08,1,0
fp32,423,0,0,6.9703152094646725e-07,8.5102636786769655e-07,1,0
fp32,424,0,0,1.6356799203975925e-07,2.3500882177915085e-07,1,0
fp32,425,0,0,1.7566229644216946e-06,1.8468894151801862e-06,1,0
fp32,426,0,1,1.7082905445775509e-07,8.244815837699879e-08,1,0
fp32,427,0,0,4.4325660608635076e-07,6.4611332346000855e-07,1,0
fp32,428,0,0,7.6439763851965381e-08,1.0210251318049273e-07,1,0
fp32,429,0,1,8.784672985040487e-06,6.4713080819428391e-07,1,0
fp32,430,0,1,2.5400948926446176e-06,1.3323575896026829e-06,1,0
fp32,431,0,1,8.7499978875804629e-06,1.7304373017859641e-06,1,0
fp32,432,1,0,2.4562332341382387e-06,1.4349688437479983e-06,1,0
fp32,433,0,1,1.6052223874574167e-06,8.4410538835277478e-07,1,0
fp32,434,0,1,4.0728506363052475e-06,6.378458765897968e-07,1,0
fp32,435,0,1,2.5900404314604941e-06,1.3046461133128731e-06,1,0
fp32,436,0,1,1.6980709660607829e-06,8.5383319064334174e-07,1,0
fp32,437,0,1,1.2667135318444878e-06,1.3668759379539159e-07,1,0
fp32,438,0,1,4.5104033818965661e-06,7.1685722218911049e-07,1,0
fp32,439,0,1,5.5332535811025707e-06,7.2123812096550403e-07,1,0
fp32,440,0,1,1.1662409975521371e-06,5.7547630338239795e-07,1,0
fp32,441,0,1,3.5637045203706919e-06,5.1695287550491563e-07,1,0
fp32,442,0,1,8.7093912393143569e-07,4.0000432453413416e-07,1,0
fp32,443,0,1,6.5877358883525972e-06,7.4705922119237463e-07,1,0
fp32,444,0,1,1.1859873803032883e-06,5.6069478006882492e-07,1,0
fp32,445,0,1,4.5281721208212389e-06,7.9596086800569451e-07,1,0
fp32,446,0,1,6.9502092987505648e-06,1.9129284457821985e-07,1,0
fp32,447,0,1,3.1473646351365403e-06,4.264395419980284e-07,1,0
fp32,448,1,0,1.2019112345384997e-06,1.7520986305647548e-06,1,0
fp32,449,0,1,7.9397084196131118e-07,3.9251759299754188e-07,1,0
fp32,450,0,0,1.0038255662259132e-06,7.4962567152507185e-07,1,0
fp32,451,0,1,1.5394067660601252e-06,7.4036537457004047e-07,1,0
fp32,452,0,1,2.4419576281076161e-06,1.2705119641544653e-06,1,0
fp32,453,0,0,5.4373503655114064e-07,1.3981176452126931e-06,1,0
fp32,454,0,1,2.3355530678337288e-06,1.0884149886638542e-06,1,0
fp32,455,0,1,1.6732322058565785e-05,1.5072844348400814e-06,1,0
fp32,456,0,1,1.2976401856601427e-05,1.0074450707379543e-06,1,0
fp32,457,0,1,8.823461619122952e-07,4.3523841146528111e-07,1,0
fp32,458,0,1,1.6831296637320747e-05,1.4776682774261773e-06,1,0
fp32,459,0,1,1.6789730361566058e-06,3.2001382877869288e-07,1,0
fp32,460,0,1,1.2612218270202646e-05,1.1385864030178003e-06,1,0
fp32,461,0,0,3.8272463376287646e-07,3.5040802262954839e-07,1,0
fp32,462,0,1,8.1329240915195555e-06,1.617996960817272e-06,1,0
fp32,463,0,1,7.6606465504447385e-06,1.0948154652576581e-06,1,0
fp32,464,0,1,1.0834489089450727e-05,2.0429543756946224e-06,1,0
fp32,465,0,1,2.0623166285815842e-08,1.0298850196461955e-08,1,0
fp32,466,0,0,7.4029925745122682e-08,1.0835394068922196e-07,1,0
fp32,467,0,0,1.1890001960779273e-07,1.8429658486873531e-07,1,0
fp32,468,0,0,6.345412106867343e-07,5.6088989862973542e-07,1,0
fp32,469,0,0,1.8825100589481281e-08,4.8976527389221758e-08,1,0
fp32,470,0,1,9.5430647784056077e-07,4.5871601976964461e-07,1,0
fp32,471,0,1,7.0779692196154542e-07,3.6787910223227476e-07,1,0
fp32,472,0,1,1.2617945559512123e-06,2.2177727796832781e-07,1,0
fp32,473,0,1,1.6598089316310904e-06,2.9901067331458955e-07,1,0
fp32,474,0,1,9.3416509550081628e-07,4.7397503688656689e-07,1,0
fp32,475,0,1,3.5194463507970397e-06,1.6120862791359622e-06,1,0
fp32,476,0,1,1.6799385766930186e-06,8.0405891889664283e-07,1,0
fp32,477,1,0,3.2374179159688765e-07,3.8090479179872294e-07,1,0
fp32,478,0,1,1.303966729260253e-06,6.4341360554792038e-07,1,0
fp32,479,0,1,5.0313692057102344e-06,9.754514680867268e-07,1,0
fp32,480,0,1,2.0339752162534808e-06,3.2047654861144497e-07,1,0
fp32,481,1,0,3.1409168599338955e-09,3.857981538285979e-09,1,0
fp32,482,0,1,9.6162053151438442e-06,3.8851902501201696e-07,1,0
fp32,483,0,1,4.31061074479544e-06,2.8659704186182103e-07,1,0
fp32,484,0,1,1.1476709560476195e-05,1.6049140458132762e-06,1,0
fp32,485,0,0,1.7436654831115561e-07,1.3964821737877386e-06,1,0
fp32,486,0,0,1.2953037349383578e-06,1.5981126865413399e-06,1,0
fp32,487,0,1,3.5386189192188056e-06,6.4489351514602238e-07,1,0
fp32,488,0,1,1.1509128219344689e-06,5.578865651692851e-07,1,0
fp32,489,0,1,3.6901143865009089e-06,1.8565231881852742e-06,1,0
fp32,490,0,1,7.1700320347645174e-07,3.4893341573438354e-07,1,0
fp32,491,0,1,2.4718245184018883e-07,1.2893174520571488e-07,1,0
fp32,492,0,1,1.1514242106436257e-06,6.0170094315966182e-07,1,0
fp32,493,0,0,3.4520407687921306e-07,4.0719036953351662e-07,1,0
fp32,494,0,1,2.055827074354255e-06,1.0077341809658041e-06,1,0
fp32,495,0,0,1.4048033154523409e-06,1.8460207770121175e-06,1,0
fp32,496,0,0,5.7711040879482312e-07,6.9605054092686383e-07,1,0
fp32,497,0,0,6.1153198460672797e-07,7.9256883968505556e-07,1,0
fp32,498,0,0,2.021124664963736e-06,1.6687811237709021e-06,1,0
fp32,499,0,0,1.1948736693412343e-06,1.5968779187036284e-06,1,0
fp32,500,1,0,7.4748067335761448e-07,9.2911734448967657e-07,1,0
fp32,501,1,0,1.360556000307156e-06,1.6041288793316241e-06,1,0
fp32,502,0,0,7.8689192761771665e-07,9.26512864076091e-07,1,0
fp32,503,0,0,1.2575553962612673e-06,1.4792352258652386e-06,1,0
fp32,504,0,0,1.6677220839866891e-06,1.9229521447441893e-06,1,0
fp32,505,1,0,1.3071880315962403e-06,1.628928937025926e-06,1,0
fp32,506,0,0,6.389085185354304e-07,5.2000540090130351e-07,1,0
fp32,507,1,0,1.8841887925447054e-06,1.4795235050318789e-06,1,0
fp32,508,0,0,1.0900124491897145e-07,1.3408016235046838e-07,1,0
fp32,509,0,0,7.7453283786610427e-08,1.0164723590541636e-07,1,0
fp32,510,1,0,8.2381173172052513e-07,9.3330765453110548e-07,1,0
fp32,511,0,0,9.2244388794071597e-07,1.1473523600203688e-06,1,0
fp32,512,0,0,6.2689055058129384e-07,8.0925534887968209e-07,1,0
fp32,513,0,0,5.7096989181104618e-07,6.9538963551128691e-07,1,0
fp32,514,0,0,3.3963059919983607e-07,7.9949732267881046e-07,1,0
fp32,515,1,0,1.9452776442996367e-06,1.8415166171631884e-06,1,0
fp32,516,0,0,3.7089813487156675e-07,4.612140231874122e-07,1,0
fp32,517,1,0,1.9309686374313628e-06,1.6598940158473438e-06,1,0
fp32,518,0,0,1.1950788536552182e-07,1.0726407973806472e-07,1,0
fp32,519,1,0,8.2260587008775587e-07,1.0526326056961513e-06,1,0
fp32,520,1,0,5.2476224077224742e-07,4.3396018680753616e-07,1,0
fp32,521,0,0,5.8270505975954734e-07,6.7412081152253339e-07,1,0
fp32,522,0,1,1.6369127129323147e-06,7.8845911505472402e-07,1,0
fp32,523,0,0,4.8441127820098018e-07,3.833039898667125e-07,1,0
fp32,524,1,0,2.3320726629805222e-06,1.7058921267409565e-06,1,0
fp32,525,0,0,1.780152563135573e-07,2.2014057724386596e-07,1,0
fp32,526,0,0,6.5144231031766253e-07,8.3251541679229862e-07,1,0
fp32,527,0,0,8.8220021376983482e-07,1.3029450661727893e-06,1,0
fp32,528,0,0,1.4029700778905863e-07,3.045919546584841e-07,1,0
fp32,529,0,0,1.0062177251413118e-06,1.0373084572382177e-06,1,0
fp32,530,0,0,9.863777350460623e-08,1.2512341145954455e-07,1,0
fp32,531,0,0,3.6676525816403682e-08,4.3379201757425916e-08,1,0
fp32,532,0,0,1.211679290236134e-06,1.4101149323356591e-06,1,0
fp32,533,0,0,1.5340228407545453e-06,1.2584024579580277e-06,1,0
fp32,534,0,0,1.0692411658297374e-06,1.0485742640462262e-06,1,0
fp32,535,1,0,7.9443298828252296e-07,8.9091884352284514e-07,1,0
fp32,536,0,0,1.3236826066354013e-06,1.1128414650039124e-06,1,0
fp32,537,0,0,6.7899626321477058e-07,1.064069211298424e-06,1,0
fp32,538,0,0,7.8864864505590049e-07,9.7881886373940574e-07,1,0
fp32,539,0,0,1.5965665340900159e-06,1.4903322713855349e-06,1,0
fp32,540,1,0,1.4563590839955509e-06,1.5619573607493219e-06,1,0
fp32,541,0,0,1.1490265863223215e-06,9.1927154457683297e-07,1,0
fp32,542,1,0,1.2582601938149196e-06,1.5713864331544168e-06,1,0
fp32,543,1,0,7.5086587791872716e-07,9.7787520674713774e-07,1,0
fp32,544,1,0,2.0968287741673919e-06,1.7114537471651804e-06,1,0
fp32,545,1,0,7.5443656166740425e-07,6.9764267090125332e-07,1,0
fp32,546,1,0,5.4482373323949673e-07,5.7317866422275598e-07,1,0
fp32,547,0,0,1.205760083333729e-06,1.1485304195073389e-06,1,0
fp32,548,1,0,1.0758677140287887e-06,8.3652932734534701e-07,1,0
fp32,549,0,0,9.4135935535533122e-07,1.267728347620822e-06,1,0
fp32,550,0,0,1.1061979203752514e-06,1.3056452875182676e-06,1,0
fp32,551,0,0,1.2119377288399846e-06,1.6198616349672713e-06,1,0
fp32,552,0,0,4.0535712564349069e-07,4.6764783107145703e-07,1,0
fp32,553,0,0,8.0079461062254609e-07,9.2689442529836584e-07,1,0
fp32,554,0,0,1.1740694518813655e-06,1.4880298851520594e-06,1,0
fp32,555,1,0,5.5716491997870321e-07,6.7979452084666148e-07,1,0
fp32,556,0,0,1.2296676268341855e-06,1.4465901760210903e-06,1,0
fp32,557,0,0,1.9346247968066166e-06,1.8426524724038587e-06,1,0
fp32,558,1,0,1.3611858258322229e-06,1.6273677679972639e-06,1,0
fp32,559,0,0,1.0009296680379975e-07,1.2178311219855194e-07,1,0
fp32,560,1,0,1.1944654292328494e-06,1.5373874649402584e-06,1,0
fp32,561,1,0,1.0533437539983481e-06,1.1685368579964422e-06,1,0
fp32,562,0,0,2.4590905809418473e-06,1.9660645714570747e-06,1,0
fp32,563,0,0,9.0780993922123798e-07,1.2375371145870679e-06,1,0
fp32,564,0,0,8.1336204216242436e-07,9.6376718540581673e-07,1,0
fp32,565,0,0,1.6006240093346946e-06,1.2828489559492889e-06,1,0
fp32,566,0,0,3.4146770122589487e-07,3.9419986488452957e-07,1,0
fp32,567,1,0,7.2618083191144933e-07,9.4827194937011474e-07,1,0
fp32,568,1,0,2.5998278063710245e-07,3.0684653097809947e-07,1,0
fp32,569,0,0,9.7354779349245746e-08,1.6445963590960844e-07,1,0
fp32,570,0,0,9.1195335016891477e-07,1.0193242176859779e-06,1,0
fp32,571,0,0,5.5969545531553422e-07,6.4489286527874522e-07,1,0
fp32,572,0,0,7.3061497962711996e-07,9.0267269861008344e-07,1,0
fp32,573,0,0,9.6571114527321811e-07,1.0471536997442675e-06,1,0
fp32,574,0,0,5.7623859373023834e-07,6.8198289409202397e-07,1,0
fp32,575,1,0,3.4898933165550261e-07,3.9359551422322691e-07,1,0
fp32,576,0,0,5.879172437772695e-08,1.7205337810022314e-07,1,0
fp32,577,0,0,3.2360983848178648e-07,3.9021492201043387e-07,1,0
fp32,578,0,0,9.5199043048665999e-07,1.3592778116411353e-06,1,0
fp32,579,1,0,1.2336922283751051e-07,1.1306848590859324e-07,1,0
fp32,580,0,0,1.5532392882988688e-07,1.7277171395392517e-07,1,0
fp32,581,0,0,1.0476214145072049e-06,1.2000896961890443e-06,1,0
fp32,582,0,0,6.3223374002774335e-07,8.6701851143011766e-07,1,0
fp32,583,0,0,2.7953925396673185e-07,3.2405202352861074e-07,1,0
fp32,584,0,0,1.8065863471861121e-08,2.0054300429204451e-08,1,0
fp32,585,0,0,6.3127251248573657e-07,7.6823975212196586e-07,1,0
fp32,586,1,0,1.484140168983572e-06,1.7313753812179215e-06,1,0
fp32,587,0,0,6.7385692936738906e-07,6.2903266734780089e-07,1,0
fp32,588,0,0,7.963860100268505e-07,7.1352270935990243e-07,1,0
fp32,589,0,0,4.4336640003805883e-07,4.930101727895961e-07,1,0
fp32,590,0,0,7.1545483937285326e-07,6.5556613282012757e-07,1,0
fp32,591,0,0,2.5083141519388619e-07,4.2616121884320613e-07,1,0
fp32,592,0,0,3.1489018414987413e-07,3.017918467988071e-07,1,0
fp32,593,0,0,1.4449965242135931e-06,1.3091287578300937e-06,1,0
fp32,594,1,0,1.6116536039056939e-06,1.8849003291467815e-06,1,0
fp32,595,1,0,1.5159186910196354e-06,1.9326403876406576e-06,1,0
fp32,596,1,0,9.2045881583402434e-07,1.0856032453208858e-06,1,0
fp32,597,0,0,2.9513219557131265e-07,3.3863505963396164e-07,1,0
fp32,598,0,0,5.2760956048558683e-07,6.5436083119052602e-07,1,0
fp32,599,0,0,1.0943192370049815e-06,1.251997279503361e-06,1,0
fp32_df32_refine,0,1,0,4.4408920985006262e-16,6.9010264897958488e-16,1,1
fp32_df32_refine,1,0,0,4.4408920985006262e-16,3.0900134328451877e-16,1,1
fp32_df32_refine,2,0,0,0,3.1410739662839355e-17,1,1
fp32_df32_refine,3,0,0,0,5.9697028659660321e-17,1,1
fp32_df32_refine,4,0,0,8.8817841970012523e-16,1.0331987871653371e-15,1,1
fp32_df32_refine,5,0,0,8.8817841970012523e-16,6.6069447860017231e-16,1,1
fp32_df32_refine,6,0,0,3.5527136788005009e-15,5.440092820663267e-15,1,1
fp32_df32_refine,7,0,0,8.8817841970012523e-16,8.2398950054668613e-16,1,1
fp32_df32_refine,8,0,0,8.8817841970012523e-16,1.1102230246251565e-15,1,1
fp32_df32_refine,9,1,0,1.3633538742396922e-13,1.6054452185247127e-13,1,1
fp32_df32_refine,10,1,0,5.1514348342607263e-14,5.5397871246114809e-14,1,1
fp32_df32_refine,11,0,0,1.7763568394002505e-15,1.7410917819552524e-15,1,1
fp32_df32_refine,12,0,0,4.4408920985006262e-16,4.8933379777044165e-16,1,1
fp32_df32_refine,13,1,0,8.8817841970012523e-16,5.8162961940065308e-16,1,1
fp32_df32_refine,14,0,0,4.4408920985006262e-16,3.5390594392480912e-16,1,1
fp32_df32_refine,15,0,0,1.7763568394002505e-15,2.5330536154068201e-15,1,1
fp32_df32_refine,16,0,0,1.3322676295501878e-15,1.4805056801681312e-15,1,1
fp32_df32_refine,17,0,0,0,1.0982862973721914e-16,1,1
fp32_df32_refine,18,0,0,3.1086244689504383e-15,4.6629367034256575e-15,1,1
fp32_df32_refine,19,0,0,4.4408920985006262e-16,4.8109462963375993e-16,1,1
fp32_df32_refine,20,1,0,4.4408920985006262e-15,4.272947392827854e-15,1,1
fp32_df32_refine,21,1,0,4.4408920985006262e-16,2.6737819102970605e-16,1,1
fp32_df32_refine,22,1,0,1.7763568394002505e-15,1.6007883418340586e-15,1,1
fp32_df32_refine,23,0,0,4.4408920985006262e-16,4.1045170690996412e-16,1,1
fp32_df32_refine,24,1,0,1.3322676295501878e-15,1.1488786012706109e-15,1,1
fp32_df32_refine,25,0,0,0,2.6300236856263198e-16,1,1
fp32_df32_refine,26,0,0,0,2.4582627450265655e-16,1,1
fp32_df32_refine,27,1,0,0,8.7743033738609618e-17,1,1
fp32_df32_refine,28,1,0,1.1146639167236572e-13,1.1918706694704264e-13,1,1
fp32_df32_refine,29,0,0,8.8817841970012523e-16,1.1720641953786544e-15,1,1
fp32_df32_refine,30,0,0,1.7763568394002505e-15,1.1825009407145047e-15,1,1
fp32_df32_refine,31,0,0,4.4408920985006262e-16,7.6592246423997667e-16,1,1
fp32_df32_refine,32,0,0,1.3322676295501878e-15,1.1214353699925393e-15,1,1
fp32_df32_refine,33,1,0,4.4408920985006262e-16,2.6515623453888629e-16,1,1
fp32_df32_refine,34,0,0,4.4408920985006262e-16,3.2326829875404043e-16,1,1
fp32_df32_refine,35,1,0,5.773159728050814e-15,7.3573657428743447e-15,1,1
fp32_df32_refine,36,1,0,8.8817841970012523e-16,1.0444598199121142e-15,1,1
fp32_df32_refine,37,1,0,6.0529359302563535e-13,5.3293360577355709e-13,1,1
fp32_df32_refine,38,0,0,8.8817841970012523e-16,9.485769492618795e-16,1,1
fp32_df32_refine,39,0,0,5.773159728050814e-15,8.992806499463768e-15,1,1
fp32_df32_refine,40,1,0,8.8817841970012523e-16,1.0701425460047956e-15,1,1
fp32_df32_refine,41,0,0,4.4408920985006262e-16,3.9610246881391008e-16,1,1
fp32_df32_refine,42,1,0,4.4408920985006262e-16,5.3429356788565654e-16,1,1
fp32_df32_refine,43,0,0,1.3322676295501878e-15,1.4936941554086986e-15,1,1
fp32_df32_refine,44,0,0,4.4408920985006262e-16,1.9010821539302113e-16,1,1
fp32_df32_refine,45,0,0,0,1.1102230246251565e-16,1,1
fp32_df32_refine,46,0,0,4.4408920985006262e-16,5.6750775491939324e-16,1,1
fp32_df32_refine,47,0,0,8.8817841970012523e-16,8.9871053794521087e-16,1,1
fp32_df32_refine,48,0,0,4.4408920985006262e-16,4.6276430057429987e-16,1,1
fp32_df32_refine,49,1,0,0,1.7619582934903952e-16,1,1
fp32_df32_refine,50,1,0,4.4408920985006262e-16,5.2254025915434275e-16,1,1
fp32_df32_refine,51,1,0,8.8817841970012523e-16,1.2859494938748712e-15,1,1
fp32_df32_refine,52,1,0,4.4408920985006262e-16,5.4764076908289173e-16,1,1
fp32_df32_refine,53,1,0,0,2.0850812668719786e-16,1,1
fp32_df32_refine,54,1,0,0,3.1806982454503487e-16,1,1
fp32_df32_refine,55,1,0,4.4408920985006262e-16,9.4171183099032231e-16,1,1
fp32_df32_refine,56,0,0,4.4408920985006262e-16,5.0102775960002019e-16,1,1
fp32_df32_refine,57,0,0,4.4408920985006262e-16,7.7715611723760958e-16,1,1
fp32_df32_refine,58,1,0,1.7763568394002505e-15,3.913850234959452e-15,1,1
fp32_df32_refine,59,1,0,4.4408920985006262e-16,4.5398122532379655e-16,1,1
fp32_df32_refine,60,1,0,8.8817841970012523e-16,2.4230857909201061e-15,1,1
fp32_df32_refine,61,1,0,8.8817841970012523e-16,7.6089648482326216e-16,1,1
fp32_df32_refine,62,1,0,0,3.1807382916940891e-16,1,1
fp32_df32_refine,63,1,0,7.5495165674510645e-15,1.410485891181305e-14,1,1
fp32_df32_refine,64,0,0,8.8817841970012523e-16,1.0916463990508094e-15,1,1
fp32_df32_refine,65,0,0,4.4408920985006262e-16,3.9840858305987653e-16,1,1
fp32_df32_refine,66,0,0,0,1.7342021759109832e-17,1,1
fp32_df32_refine,67,0,0,0,1.0514427222686335e-16,1,1
fp32_df32_refine,68,1,0,0,1.8376092918609755e-16,1,1
fp32_df32_refine,69,1,0,0,3.3817214299759787e-17,1,1
fp32_df32_refine,70,0,0,0,5.7619927455867365e-16,1,1
fp32_df32_refine,71,0,0,4.4408920985006262e-16,2.8973798943868343e-16,1,1
fp32_df32_refine,72,0,0,4.4408920985006262e-16,1.5055091197391178e-15,1,1
fp32_df32_refine,73,0,0,4.4408920985006262e-16,4.6094598646146793e-16,1,1
fp32_df32_refine,74,1,0,5.6843418860808015e-14,4.9357966386016292e-13,1,1
fp32_df32_refine,75,0,0,0,3.6079104556734433e-16,1,1
fp32_df32_refine,76,1,0,1.3988810110276972e-13,3.0493272449332522e-13,1,1
fp32_df32_refine,77,0,0,0,2.1743551858294349e-17,1,1
fp32_df32_refine,78,0,0,0,1.2318622246073689e-16,1,1
fp32_df32_refine,79,1,0,4.4408920985006262e-16,6.4621779886902874e-16,1,1
fp32_df32_refine,80,0,0,0,2.6273279597805679e-16,1,1
fp32_df32_refine,81,1,0,0,1.8428788426438565e-17,1,1
fp32_df32_refine,82,0,0,0,1.4171316922749199e-16,1,1
fp32_df32_refine,83,1,0,3.3928415632544784e-13,2.9394724407348166e-12,1,1
fp32_df32_refine,84,1,0,2.4868995751603507e-14,7.2293265423945222e-14,1,1
fp32_df32_refine,85,0,0,4.4408920985006262e-16,1.0332905964685464e-15,1,1
fp32_df32_refine,86,1,0,0,7.541353678859647e-16,1,1
fp32_df32_refine,87,1,0,4.4408920985006262e-16,8.7142661051847475e-16,1,1
fp32_df32_refine,88,0,0,0,1.4333860455625687e-16,1,1
fp32_df32_refine,89,0,0,0,5.7245874707234634e-17,1,1
fp32_df32_refine,90,0,0,4.4408920985006262e-16,6.1779896306173946e-16,1,1
fp32_df32_refine,91,0,1,7.9936057773011271e-15,7.2818902490347664e-16,1,1
fp32_df32_refine,92,1,0,4.4408920985006262e-16,8.3136988396416416e-16,1,1
fp32_df32_refine,93,0,1,8.8817841970012523e-16,1.6915294664757703e-16,1,1
fp32_df32_refine,94,1,0,2.48245868306185e-13,2.2324038147711736e-13,1,1
fp32_df32_refine,95,0,1,3.1086244689504383e-15,3.964478735440934e-16,1,1
fp32_df32_refine,96,1,0,4.4408920985006262e-16,5.7644761454438605e-16,1,1
fp32_df32_refine,97,0,0,0,1.5212062047986871e-17,1,1
fp32_df32_refine,98,0,0,4.4408920985006262e-16,5.8314650897300985e-16,1,1
fp32_df32_refine,99,1,0,0,4.1152480351304004e-17,1,1
fp32_df32_refine,100,0,0,0,8.3266726846886741e-17,1,1
fp32_df32_refine,101,0,1,5.5067062021407764e-14,5.459628699465483e-15,1,1
fp32_df32_refine,102,0,1,8.8817841970012523e-16,3.0094326282442972e-16,1,1
fp32_df32_refine,103,0,1,0,9.0098541286811261e-17,1,1
fp32_df32_refine,104,0,0,4.4408920985006262e-16,5.8286708792820718e-16,1,1
fp32_df32_refine,105,0,1,1.7763568394002505e-15,5.5585768250939577e-17,1,1
fp32_df32_refine,106,0,1,4.8849813083506888e-15,6.3735087745282753e-16,1,1
fp32_df32_refine,107,0,1,2.3980817331903381e-14,1.2953742983619065e-15,1,1
fp32_df32_refine,108,0,1,4.4408920985006262e-15,3.7415906689777818e-16,1,1
fp32_df32_refine,109,0,0,8.8817841970012523e-16,1.4642097201010076e-15,1,1
fp32_df32_refine,110,0,1,4.4408920985006262e-14,7.8985530069450415e-15,1,1
fp32_df32_refine,111,0,1,9.5923269327613525e-14,1.7623800079098757e-14,1,1
fp32_df32_refine,112,0,1,0,1.5471023163992535e-16,1,1
fp32_df32_refine,113,0,0,1.3322676295501878e-15,1.8729762347657996e-15,1,1
fp32_df32_refine,114,1,0,0,3.3992664229820987e-16,1,1
fp32_df32_refine,115,0,1,1.7763568394002505e-15,5.1032243637584731e-16,1,1
fp32_df32_refine,116,0,1,4.4408920985006262e-16,1.2011519050979145e-16,1,1
fp32_df32_refine,117,0,1,8.8817841970012523e-16,4.8443471704879523e-16,1,1
fp32_df32_refine,118,0,1,4.4408920985006262e-16,2.9527943623730165e-16,1,1
fp32_df32_refine,119,0,1,4.4408920985006262e-16,3.6773350908822902e-16,1,1
fp32_df32_refine,120,0,1,8.8817841970012523e-16,7.5325034163190862e-17,1,1
fp32_df32_refine,121,0,1,3.9968028886505635e-15,5.642307442350802e-16,1,1
