channel,unit,finite,nonfinite,min,median,max
AB2N011Vx,m/s,48001,0,-17.98972704273452,-9.353352669678129,15.293206812933748
AB2N012Vx,m/s,48001,0,-18.77320432040092,-9.394114428785208,15.967701803510337
AB2N013Vx,m/s,48001,0,-18.219806824418633,-9.37739483548198,16.003140163790174
AB2N014Vx,m/s,48001,0,-18.822510938082633,-9.328037911245861,16.162366059083944
AB2N015Vx,m/s,48001,0,-18.042878842988983,-9.298263640807981,16.287962026652817
AB2N016Vx,m/s,48001,0,-17.853710632769605,-9.222891013821513,17.31747607040371
AB2N017Vx,m/s,48001,0,-18.020557281263706,-9.183157133980503,17.35533773115956
AB2N018Vx,m/s,48001,0,-18.44916596939652,-9.15673479241093,16.309442705769662
AB2N019Vx,m/s,48001,0,-18.307393401281477,-9.144839164780382,15.775642750446805
AB3N001Vx,m/s,48001,0,-15.662694859761075,-9.094618987047777,14.627211113603513
AB3N002Vx,m/s,48001,0,-15.435236295712881,-8.964994630652175,14.708769673644191
AB3N003Vx,m/s,48001,0,-15.692648333854216,-9.150256210818622,15.183517436351048
AB3N004Vx,m/s,48001,0,-16.362600096906274,-9.276548090635995,15.501982831678564
AB3N005Vx,m/s,48001,0,-16.494465627773383,-9.318111923697677,15.804086427584295
AB3N006Vx,m/s,48001,0,-16.816260428207453,-9.377959527394573,16.277004782237913
AB3N007Vx,m/s,48001,0,-17.028786278533165,-9.388600236953955,16.8803798145534
AB3N008Vx,m/s,48001,0,-17.503562552834683,-9.298742475305176,15.435370076711353
AB3N009Vx,m/s,48001,0,-17.3641939360574,-9.310989842599529,15.39441844871537
AB3N010Vx,m/s,48001,0,-18.43728785709819,-9.38166448599485,15.757604214495691
AB3N011Vx,m/s,48001,0,-17.52674313294666,-9.387626693631862,15.881481469103138
AB3N012Vx,m/s,48001,0,-18.07722515052744,-9.364317655295746,16.222607775645812
AB3N013Vx,m/s,48001,0,-19.009692033871932,-9.358444077497152,17.904069524912106
AB3N014Vx,m/s,48001,0,-18.374193932692354,-9.361811272679724,17.04659086940104
AB3N015Vx,m/s,48001,0,-18.240413751676247,-9.258796190496227,17.105567697765835
AB3N016Vx,m/s,48001,0,-17.855954057091168,-9.216152712621934,17.713485026940315
AB3N017Vx,m/s,48001,0,-17.381890632383186,-9.188957057986219,17.218636732120398
AB3N018Vx,m/s,48001,0,-18.03745320690192,-9.198225738564835,16.230090292545462
AB3N019Vx,m/s,48001,0,-18.39858160210093,-9.17643205691864,16.438553970409078
AB1N001Vy,m/s,48001,0,-12.874713475288711,1.9538158626014657,15.181089756346552
AB1N002Vy,m/s,48001,0,-12.266649834652982,3.7238072625793417,16.677592392982906
AB1N003Vy,m/s,48001,0,-8.689585325699401,7.125046043398666,20.467225416819925
AB1N004Vy,m/s,48001,0,-3.1974821414799663,10.640916854394236,24.491443623680485
AB1N005Vy,m/s,48001,0,1.323055657952671,14.90144152277444,29.018830198442345
AB1N006Vy,m/s,48001,0,6.787920166267826,20.131647592254467,34.7066411704618
AB1N007Vy,m/s,48001,0,11.472099675151087,25.363241844884325,39.85600323296388
AB1N008Vy,m/s,48001,0,17.47232496145076,30.536489987540207,45.683997903409434
AB1N009Vy,m/s,48001,0,22.63511449828532,35.76639202600501,51.348886653879276
AB1N010Vy,m/s,48001,0,28.43244486701893,40.90401207404637,56.84281367109732
AB1N011Vy,m/s,48001,0,34.006773387347316,46.08398887582312,61.991722892629284
AB1N012Vy,m/s,48001,0,38.61736351851083,51.260538322163896,67.49841222303571
AB1N013Vy,m/s,48001,0,44.209959107209386,56.440620497997486,72.51115699159475
AB1N014Vy,m/s,48001,0,48.87022344379449,61.60118778505632,77.1111394051431
AB1N015Vy,m/s,48001,0,54.63179002733224,66.82823399590941,82.17035323022714
AB1N016Vy,m/s,48001,0,58.79852198144815,71.11417971461593,85.85989308218431
AB1N017Vy,m/s,48001,0,62.832965225300825,74.58422763595186,89.96311649294458
AB1N018Vy,m/s,48001,0,66.50177084505391,78.07927794022179,92.36246832742604
AB1N019Vy,m/s,48001,0,68.75058813167546,79.83215574839967,94.4363754427763
AB2N001Vy,m/s,48001,0,-12.464609169326833,1.805538359332556,14.99436250448735
AB2N002Vy,m/s,48001,0,-11.15765253230203,3.6069362793516593,16.590137956120767
AB2N003Vy,m/s,48001,0,-6.86968723883085,7.05909072420617,19.888925566172063
AB2N004Vy,m/s,48001,0,-3.4005172781069897,10.56155497161297,24.297612330544148
AB2N005Vy,m/s,48001,0,1.4129345455766757,14.853406105379994,28.65119837292404
AB2N006Vy,m/s,48001,0,7.234529251729319,20.08854191543546,34.331347116365585
