build_mode,domain,n,median_ms,p05_ms,p95_ms,throughput_mroots_s,repetitions,nonfinite_sum,checksum_variants
strict_serial,peng_robinson,1,9.05990600586e-05,8.96453857422e-05,0.000100135803223,11.037642105262398,30,0,1
strict_serial,peng_robinson,8,0.000479698181152,0.000479698181152,0.000490188598633,16.677153081522885,30,0,1
strict_serial,peng_robinson,32,0.0018196105957,0.00181007385254,0.00183010101318,17.586180293531253,30,0,1
strict_serial,peng_robinson,128,0.00725984573364,0.00720977783203,0.00729084014893,17.631228637116276,30,0,1
strict_serial,peng_robinson,512,0.028790473938,0.0287294387817,0.0288496017456,17.78366000860517,30,0,1
strict_serial,peng_robinson,2048,0.115260124207,0.115139961243,0.121200561523,17.76850419076349,30,0,1
strict_serial,peng_robinson,8192,0.4636702537535,0.46081161499,0.471890449524,17.667728161736026,30,0,1
strict_serial,peng_robinson,32768,1.9331860542300001,1.92665100098,1.94511032104,16.95025676825074,30,0,1
strict_serial,peng_robinson,131072,7.779228687285,7.75898361206,7.89246273041,16.848971185823945,30,0,1
strict_serial,peng_robinson,524288,31.14573955535,31.0787734985,31.2690439224,16.833377774455236,30,0,1
strict_serial,peng_robinson,2097152,124.690574646,124.528610229,124.921560287,16.818849427503825,30,0,1
strict_serial,peng_robinson,8388608,499.13011837,498.64707756,499.687099457,16.80645525338067,30,0,1
strict_serial,peng_robinson,16777216,998.7997369765001,997.969765663,1018.06865501,16.797377270829955,30,0,1
strict_serial,pv,1,0.000740051269531,0.000729560852051,0.000759124755859,1.3512577319592194,30,0,1
strict_serial,pv,8,0.00606060028076,0.0060396194458,0.00609016418457,1.3200012588516727,30,0,1
strict_serial,pv,32,0.0234298706055,0.0233993530273,0.0234594345093,1.3657779224989925,30,0,1
strict_serial,pv,128,0.09304475784305,0.0929393768311,0.0984201431274,1.375682015486711,30,0,1
strict_serial,pv,512,0.3757696151735,0.375519752502,0.383639335632,1.3625369889569168,30,0,1
strict_serial,pv,2048,1.558785915375,1.55150985718,1.56795120239,1.3138430234708074,30,0,1
strict_serial,pv,8192,6.36697816849,6.35526275635,6.40586280823,1.2866386193283939,30,0,1
strict_serial,pv,32768,25.58938694,25.528301239,25.7740821838,1.2805308730854652,30,0,1
strict_serial,pv,131072,102.5239043235,102.322948456,102.733358383,1.2784530677491606,30,0,1
strict_serial,pv,524288,410.0689706805,409.82854557,410.517795563,1.2785361426638941,30,0,1
strict_serial,pv,2097152,1642.005753045,1641.03913212,1644.64437389,1.2771891913965336,30,0,1
strict_serial,pv,8388608,6569.832102300001,6559.89315796,6575.13118649,1.276837500468737,30,0,1
strict_serial,pv,16777216,13150.88925505,13142.0761871,13162.5133362,1.275747645244406,30,0,1
strict_simd,bem,1,0.00123977661133,0.00122928619385,0.00128078460693,0.8065969230757032,30,0,1
strict_simd,bem,8,0.0103302001953,0.0103101730347,0.010350227356,0.7744283604145266,30,0,1
strict_simd,bem,32,0.04077529907225,0.0407495498657,0.0409297943115,0.7847888483490705,30,0,1
strict_simd,bem,128,0.165165424347,0.164930343628,0.171310424805,0.7749806020604031,30,0,1
strict_simd,bem,512,0.672194957733,0.666179656982,0.67537021637,0.7616837854998751,30,0,1
strict_simd,bem,2048,2.74217605591,2.73528194427,2.79733085632,0.746852119719339,30,0,1
strict_simd,bem,8192,11.063895225549999,11.0337142944,11.1959953308,0.7404263898922421,30,0,1
strict_simd,bem,32768,44.2788209915,44.1653118134,44.4725818634,0.7400377712471233,30,0,1
strict_simd,bem,131072,177.233979702,176.888594627,177.46594429,0.7395421590170438,30,0,1
strict_simd,bem,524288,709.072087765,708.648518562,709.893478394,0.739400138641135,30,0,1
strict_simd,bem,2097152,2836.25196314,2835.44580269,2838.53227425,0.7394096248339848,30,0,1
strict_simd,bem,8388608,11351.6267071,11341.1728172,11356.8855362,0.7389784932544736,30,0,1
strict_simd,bem,16777216,22716.8996868,22678.2313347,22726.9531975,0.7385345813605303,30,0,1
strict_simd,cstr,1,0.00263023376465,0.002610206604,0.00263977050781,0.38019434372711275,30,0,1
strict_simd,cstr,8,0.0203905105591,0.020359992981,0.020450592041,0.3923393667271226,30,0,1
strict_simd,cstr,32,0.08097982406615001,0.0808897018433,0.0810699462891,0.39516015710110897,30,0,1
strict_simd,cstr,128,0.327600479126,0.326161384583,0.365270614624,0.39071981927953564,30,0,1
strict_simd,cstr,512,1.6134853363050001,1.60414123535,1.65924072266,0.3173254745360857,30,0,1
