index,near_knot,multi_root,root_abs,gradient_left_rel,gradient_right_rel,residual,knot_distance_rad,status
496,0,0,1.7947243691196491e-10,2.4733601385226488e-09,1.1392346747777157e-10,2.1646107465119526e-10,0,0
497,0,0,4.2099657093785936e-13,5.4431723743523377e-09,4.4268127293384233e-09,5.4591015719744606e-13,0,0
498,0,0,2.9012348079504591e-11,4.6388529447506495e-09,7.6321541851352034e-09,2.3954626336260183e-11,0,0
499,0,0,4.0856207306205761e-14,2.985296732289751e-09,2.6281953699655713e-10,5.429056559098854e-14,0,0
500,1,0,3.7836400679225335e-13,6.4573246582884842e-09,5.111241897608541e-09,4.7006123288788317e-13,0,0
501,1,0,2.7977620220553945e-14,2.5794185550015175e-09,4.3340885178519698e-09,3.2695936287414196e-14,0,0
502,0,0,0,3.4714413604627191e-09,1.1987564762144986e-09,3.7489591067462215e-17,0,0
503,0,0,0,1.317443885321846e-08,3.7360012767534404e-09,0,0,0
504,0,0,9.4124708027720771e-12,9.2444939254527116e-09,5.2084421293290441e-09,1.0852884361503157e-11,0,0
505,1,0,2.7435831384536868e-12,8.751032028181076e-09,1.1416925581673484e-08,3.4003038085403698e-12,0,0
506,0,0,4.5018611061209413e-10,1.4880865357287518e-08,1.5265426908250177e-08,3.6640445696203027e-10,0,0
507,1,0,4.4408920985006262e-16,1.3522799017404231e-08,2.32015984612201e-08,2.5683926054741256e-16,0,0
508,0,0,5.4551918537981692e-12,5.2924853016326961e-09,6.004676727291683e-09,6.7105553132781707e-12,0,0
509,0,0,1.510658265146958e-11,9.2323361979251969e-09,1.1235334600916917e-08,1.9825175427887604e-11,0,0
510,1,0,3.3779645747245013e-11,2.207750345844942e-09,4.9870025199751018e-09,3.8269293156793306e-11,0,0
511,0,0,1.0182965581861936e-11,1.1047240076174859e-08,6.7774807696462462e-09,1.2665957867403122e-11,0,0
512,0,0,0,1.4107633447481152e-08,1.0188015159792686e-08,4.123003521690077e-17,0,0
513,0,0,8.3044682241961709e-14,1.5804780011175771e-09,2.1948016781042641e-09,1.0102401849384195e-13,0,0
514,0,0,4.2868375516036394e-11,1.8858740556074448e-10,1.4142458447266602e-10,1.0091305568948883e-10,1,0
515,1,0,0,2.9835802225288097e-09,1.3045137907832963e-08,1.487111431115761e-16,0,0
516,0,0,8.8817841970012523e-14,1.9560970250146082e-09,6.0673428365090944e-09,1.1069514999561178e-13,0,0
517,1,0,7.9936057773011271e-15,8.7258990975034224e-09,6.2925086674977175e-10,6.9409266846228688e-15,0,0
518,0,0,0,5.5537445324905147e-09,3.8052818632865171e-09,1.4833869840591128e-17,0,0
519,1,0,9.3702823278363212e-14,8.0953976803285235e-09,7.5527489599872249e-09,1.2000099508757434e-13,0,0
520,1,0,4.4408920985006262e-16,9.505463223018678e-09,4.4414351366641532e-09,1.4892175638493386e-16,0,0
521,0,0,0,5.6125086190201017e-09,6.4390105205336815e-09,1.8468007614582335e-17,0,0
522,0,1,2.3033575047293198e-11,1.5652740646911678e-07,1.9063902390536762e-07,1.1094837375284232e-11,0,0
523,0,0,6.9131367297359247e-12,1.5955222996159352e-08,1.37050420723949e-08,5.470261564318779e-12,0,0
524,1,0,6.9677597025474824e-12,2.0703877988024971e-08,1.6669354621769983e-08,5.0969676587863776e-12,0,0
525,0,0,0,1.3686361528913314e-08,1.2841351967490662e-08,1.8753580569872981e-17,0,0
526,0,0,1.3322676295501878e-15,5.6373886848323987e-09,2.6153557924265778e-09,1.8885072515607788e-15,0,0
527,0,0,1.4745626941703449e-10,1.2845870821619897e-10,5.3287472963029149e-11,2.1778234771119287e-10,1,0
528,0,0,1.1080025785759062e-10,3.308186830855344e-10,2.2854347182838332e-10,2.4055357705776714e-10,1,0
529,0,0,1.0297718233687192e-10,4.0156664348381679e-09,3.9723677367873511e-09,1.061591837779556e-10,0,0
530,0,0,0,9.7303880914863558e-09,7.7840026220568699e-09,2.1516496518790492e-17,0,0
531,0,0,2.042810365310288e-14,8.386113341297693e-09,4.9861826552635143e-09,2.4020799600096193e-14,0,0
532,0,0,1.5631940186722204e-13,6.237446226789632e-09,8.1253627425211613e-09,1.8192674328497869e-13,0,0
533,0,0,2.0271784251235658e-11,9.1008704618742728e-09,6.2892283094855093e-09,1.6629517069264286e-11,0,0
534,0,0,3.5527136788005009e-15,3.5499177131991628e-09,6.5880167633564373e-10,3.4518236666804337e-15,0,0
535,1,0,1.0125233984581428e-13,6.3537197407473919e-09,1.085755599807482e-09,1.1381439793706604e-13,0,0
536,0,0,2.3952395622472977e-11,4.9091931790146047e-09,7.9455133625120134e-09,2.0137171406431084e-11,0,0
537,0,0,1.6858514584328077e-10,2.383462649812301e-10,3.091910141159556e-10,2.6419311183190075e-10,1,0
538,0,0,2.8058977363798476e-10,9.0839577207958424e-10,8.0368331417079296e-09,3.4824931827159844e-10,0,0
539,0,0,1.2812861882594007e-11,2.29447072632285e-09,4.9127650910337566e-10,1.1960137960496136e-11,0,0
540,1,0,6.6613381477509392e-15,3.9451784343595645e-09,2.5520751111794178e-09,7.24140018428711e-15,0,0
541,0,0,9.9954267085422543e-11,9.9041143730266632e-09,9.0863998372433467e-09,7.9967652254270549e-11,0,0
542,1,0,1.6731371843548004e-10,1.0336279684775862e-08,9.6511186871785562e-09,2.0895099966297857e-10,0,0
543,1,0,2.3003821070233244e-13,5.6529211201642785e-09,1.0162637004443894e-08,2.9977787106685635e-13,0,0
544,1,0,1.3411494137471891e-13,5.8555487994343215e-09,7.7032971541155536e-09,1.0950269447934477e-13,0,0
545,1,0,0,3.4658273485902739e-09,1.0872046750562241e-09,2.9365653048184278e-17,0,0
546,1,0,0,1.1543321234128621e-10,5.5347578085243566e-11,4.1404449172903153e-17,0,0
547,0,0,1.7876811142514271e-11,3.0767089630242217e-09,2.7724742089507888e-09,1.7028335929022334e-11,0,0
548,1,0,1.8109069799265853e-11,1.2875678090820963e-08,2.4927763251807007e-08,1.4080493355599174e-11,0,0
549,0,0,2.1314505715963605e-11,1.5934449881554628e-08,1.291286969658986e-08,2.8704373686097478e-11,0,0
550,0,0,0,8.7769268080633612e-09,7.7132408167488589e-09,3.3687742747490292e-17,0,0
551,0,0,6.4526162191214098e-13,1.3184888922905647e-08,1.2374512472576552e-08,8.6246484101693731e-13,0,0
552,0,0,1.3411494137471891e-12,1.9336726934723377e-09,6.5489634816378111e-10,1.5474659729360175e-12,0,0
553,0,0,3.1086244689504383e-15,6.395990501967254e-09,1.0432314935591732e-08,3.7218671496264369e-15,0,0
554,0,0,6.567635324472576e-12,8.8902597232268682e-09,6.0369041610431728e-09,8.3237776133698767e-12,0,0
555,1,0,6.6568972556524386e-13,6.9510117629040665e-09,1.7715526852944521e-09,8.1232754720227154e-13,0,0
556,0,0,1.1661782650662644e-12,1.6813972740906551e-09,1.813137553806624e-09,1.3718703226477904e-12,0,0
557,0,0,2.4604318582532869e-11,6.497794065327317e-09,6.1707883350453633e-10,2.3434671162486683e-11,0,0
558,1,0,3.907985046680551e-14,6.4933480604843578e-09,7.0439472236250341e-09,4.6517977036424559e-14,0,0
559,0,0,9.610090501155355e-13,8.1710927362890242e-11,5.0593543371938069e-09,1.169085755226222e-12,0,0
560,1,0,3.9612757518625585e-13,9.6729233573270897e-10,3.6590970561000904e-09,5.0990717432309947e-13,0,0
561,1,0,2.2070789640338262e-10,3.3050501483788442e-09,6.9657864172186304e-09,2.3904713227865041e-10,0,0
562,0,0,6.0022564696282643e-10,5.4248077695639801e-09,1.0468290835012881e-08,4.7988446315011741e-10,0,0
563,0,0,8.6113338682025642e-11,4.1722023318913745e-09,1.8911876878778565e-10,1.1739081482670251e-10,0,0
564,0,0,2.5705260142672159e-10,7.1922246495550087e-09,1.1573575634551492e-08,3.045862758552505e-10,0,0
565,0,0,1.3392842390658188e-11,1.1603566551312536e-08,1.9539428332811889e-08,1.0733922896523989e-11,0,0
566,0,0,1.8767654097473496e-10,2.6947559449319115e-10,7.0620148996381685e-09,2.1665902640963449e-10,0,0
567,1,0,1.5987211554602254e-14,1.2038941035157666e-08,7.0865158778012438e-09,2.0974762787491562e-14,0,0
568,1,0,1.4166445794216997e-13,9.2218420581903899e-09,2.7544223683573642e-09,1.6703522817513993e-13,0,0
569,0,0,2.8302249432954341e-11,8.6231528577675396e-11,2.0509952790295056e-11,4.7810422287852816e-11,1,0
570,0,0,0,5.4911042396026998e-09,2.8327052721841647e-10,1.144930495115297e-17,0,0
571,0,0,9.5301544433823437e-13,4.3946092497617035e-09,7.7368582842035084e-09,1.0981530016436612e-12,0,0
572,0,0,2.188209613507297e-10,3.2043428018640711e-09,3.5456975348987582e-09,2.7035243331925879e-10,0,0
573,0,0,1.2331025089906689e-10,8.3142558408411675e-10,4.2872027231836879e-09,1.3370925177896832e-10,0,0
574,0,0,2.9709568138969189e-13,1.6049933744356055e-09,6.1035709941147722e-09,3.515105784137591e-13,0,0
575,1,0,2.6423307986078726e-13,1.9863800443131274e-09,2.0118649211933227e-09,2.9785138796310889e-13,0,0
576,0,0,0,6.3723549602917655e-11,1.0166054489244161e-10,4.4408920985006262e-16,1,0
577,0,0,3.4665603720895888e-12,7.7518037531611551e-09,3.8909700528182286e-09,4.1801122506613589e-12,0,0
578,0,0,3.3077540706472064e-10,3.8863478860363167e-10,3.8863478860363167e-10,4.7228987387626375e-10,1,0
579,1,0,2.4134205744985593e-10,6.407916940517937e-09,4.078352674318271e-10,2.2119100749939461e-10,0,0
580,0,0,2.230646778400569e-10,6.3125716235948463e-09,3.26774677670744e-09,2.4812174032106567e-10,0,0
581,0,0,3.7938452379648879e-10,2.2583925882205569e-09,3.5748165145822584e-11,4.3459956488128372e-10,0,0
582,0,0,3.2440894415231014e-10,9.0290788250873437e-09,9.3328344686901382e-10,4.4488090988892282e-10,0,0
583,0,0,7.900524678916554e-11,9.4109539102539617e-09,3.6461977120377578e-09,9.1585854417562442e-11,0,0
584,0,0,6.8256511553954624e-13,1.3322077769518927e-09,3.2835765212879162e-09,7.5768505076460564e-13,0,0
585,0,0,8.9626084331939637e-11,6.334504292218508e-10,8.1951839606988074e-10,1.0907237412106615e-10,0,0
586,1,0,1.6076029396572267e-13,6.1183962505003917e-09,8.188574676631987e-09,1.876654306257483e-13,0,0
587,0,0,1.0463185873277325e-11,6.5020125695028881e-09,2.3670523677806902e-09,9.7670604471431072e-12,0,0
588,0,0,1.8856027850233659e-12,5.0617215129517316e-09,1.097123573970693e-09,1.6892646493348889e-12,0,0
589,0,0,1.5640821970919205e-12,5.3977068400723526e-09,1.4498768059875741e-09,1.7393995932344449e-12,0,0
590,0,0,3.4410874150125892e-10,2.9100730800777845e-09,2.9263815589661846e-09,3.1530451083222509e-10,0,0
591,0,0,1.8878232310726162e-12,7.6261781038336368e-09,2.3326827379048139e-08,3.2073442730654754e-12,0,0
592,0,0,3.9968028886505635e-15,2.7906541684182713e-09,4.1816705664857012e-09,3.9614673588258742e-15,0,0
593,0,0,1.7559287357471476e-12,8.3596977109014063e-09,1.4150683246292083e-09,1.5907309976090312e-12,0,0
594,1,0,5.3290705182007514e-15,1.0263089770125217e-08,6.3798732685184456e-09,6.4279203697241445e-15,0,0
595,1,0,1.3745449223279138e-11,6.6395805693609353e-09,4.782249451530593e-09,1.7523837632915591e-11,0,0
596,1,0,1.1919354392375681e-12,6.0591440779681456e-09,1.2666675355733127e-09,1.4059042942439358e-12,0,0
597,0,0,1.6287904358591732e-10,9.0721897150151754e-10,1.0882081004350268e-09,1.8688777288057607e-10,0,0
598,0,0,1.7763568394002505e-15,1.1146946290965783e-08,1.1242329196501765e-08,2.3280929687404776e-15,0,0
599,0,0,8.8817841970012523e-14,5.1384941564961519e-09,4.6107573814935538e-09,1.0147844773782483e-13,0,0
